MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-6.563265306122447,7.275510204081634,-18.400000000000002,14.4,47.44489795918368
2,-5.577551020408165,8.251020408163267,-17.2,18.7,43.67755102040818
3,-2.9755102040816324,13.46326530612245,-13.100000000000001,23.1,41.09795918367346
4,-0.10000000000000009,18.914583333333336,-7.6000000000000005,26.400000000000002,41.014583333333334
5,4.600000000000001,23.212500000000006,-1.1,31.700000000000003,65.78125
6,8.087755102040816,26.460416666666674,2.4000000000000004,36.0,57.77083333333334
7,10.220833333333333,28.51666666666668,5.5,37.6,57.445833333333326
8,10.166666666666666,28.141666666666662,4.7,38.0,52.83333333333331
9,6.86938775510204,22.873469387755105,2.2,30.1,50.226530612244886
10,2.5163265306122446,17.214285714285722,-4.2,25.3,52.57142857142859
11,-1.8250000000000002,11.066666666666668,-10.3,19.8,53.08750000000001
12,-5.125,7.966666666666668,-17.400000000000002,16.5,55.289583333333326
