MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,4.61590909090909,29.406818181818178,4.800000000000001
2,6.331111111111113,31.11111111111112,6.522222222222224
3,8.506976744186046,33.48837209302326,8.251162790697675
4,11.225581395348836,34.451162790697666,18.811627906976746
5,13.181395348837208,33.98139534883721,60.12093023255814
6,13.830952380952386,31.495238095238093,115.90952380952385
7,12.586046511627911,30.025581395348834,95.85348837209304
8,12.246666666666668,30.05333333333333,89.33111111111113
9,12.463636363636367,29.13409090909091,117.74090909090908
10,9.21951219512195,29.64390243902439,52.646341463414636
11,6.793023255813954,29.672093023255815,11.616279069767444
12,4.488372093023255,29.26279069767441,4.993023255813955
