MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,21.71153846153846,32.42083333333333,18.0,35.0,
2,21.455555555555552,32.253846153846155,14.0,34.6,
3,21.607407407407408,32.428,17.400000000000002,34.5,
4,21.92222222222223,32.604,13.200000000000001,35.6,
5,22.044444444444437,32.507999999999996,18.2,34.2,
6,22.011111111111113,32.029166666666676,18.6,34.4,
7,21.85,31.850000000000005,12.600000000000001,36.4,
8,21.830769230769228,31.920833333333334,17.2,35.4,
9,21.78888888888889,31.87692307692307,16.400000000000002,35.0,2.0
10,21.730769230769234,32.333333333333336,13.600000000000001,35.4,0.0
11,21.692307692307693,32.85833333333333,13.0,36.2,0.0
12,22.000000000000004,32.73333333333334,15.600000000000001,37.4,0.0
