MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-3.2615384615384615,9.796153846153846,-15.4,14.8,75.49230769230769
2,-2.657692307692308,10.350000000000001,-21.900000000000002,18.0,64.14615384615385
3,-1.5740740740740742,13.777777777777775,-18.7,22.3,47.233333333333334
4,-0.007692307692307639,18.426923076923075,-6.5,27.1,46.31923076923078
5,3.6884615384615387,22.2923076923077,-1.7000000000000002,29.8,54.31538461538461
6,7.184615384615384,24.650000000000002,3.5,32.5,56.89615384615385
7,9.823076923076922,26.12692307692308,6.7,35.7,75.91153846153846
8,9.561538461538461,25.665384615384617,6.300000000000001,33.0,95.73199999999999
9,7.211538461538459,22.650000000000002,2.2,29.700000000000003,81.83076923076925
10,3.9269230769230767,17.926923076923078,-4.4,25.0,94.83846153846159
11,0.6730769230769231,13.292307692307691,-6.7,19.1,91.5076923076923
12,-2.2576923076923077,10.684615384615382,-10.0,15.8,87.36153846153844
