MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-5.6482142857142845,8.016071428571427,-17.400000000000002,15.0,76.45357142857142
2,-4.5392857142857155,9.767857142857142,-15.5,20.3,63.36607142857143
3,-1.9178571428571431,14.789285714285713,-12.600000000000001,24.6,64.28928571428573
4,0.4945454545454546,19.332727272727272,-6.300000000000001,26.6,51.120000000000005
5,4.9799999999999995,23.33454545454545,-1.1,30.8,73.82909090909091
6,8.285454545454545,26.459999999999994,2.8000000000000003,35.5,67.54181818181817
7,10.54,28.56727272727274,6.300000000000001,38.2,67.69090909090909
8,10.28727272727273,28.13454545454546,5.300000000000001,37.800000000000004,63.898148148148145
9,7.15090909090909,23.70909090909091,2.5,32.4,60.16481481481481
10,2.9218181818181814,18.33454545454546,-3.7,25.700000000000003,75.58545454545455
11,-1.2945454545454544,12.067272727272728,-10.600000000000001,21.6,78.67407407407408
12,-4.359999999999999,8.874545454545453,-16.1,16.6,87.92727272727272
