MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,23.097222222222218,32.21714285714286,18.2,34.0,29.06521739130435
2,23.31081081081081,32.05833333333333,14.0,34.1,62.210000000000015
3,23.36052631578947,32.25526315789474,15.0,35.0,103.99999999999999
4,23.55277777777777,32.50833333333333,20.0,34.2,54.775
5,23.691666666666666,32.51714285714286,21.200000000000003,38.0,89.17647058823529
6,23.283333333333335,32.62941176470588,12.4,34.4,82.6
7,22.967647058823523,32.525000000000006,20.0,38.0,69.92352941176468
8,22.917142857142856,32.721212121212126,20.200000000000003,36.4,78.51666666666667
9,23.133333333333333,32.67428571428571,15.100000000000001,38.0,73.38333333333333
10,23.063157894736843,32.6918918918919,15.600000000000001,35.2,66.78125
11,23.300000000000004,32.51621621621622,20.0,35.4,49.98947368421052
12,23.28333333333334,32.36285714285714,20.400000000000002,34.5,32.61666666666666
