DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
1,13.53,25.27,0.20,30.00,4.56,1,1
2,10.83,21.52,4.90,30.60,0.71,1,2
3,9.59,22.39,0.00,35.00,76.93,1,3
4,10.23,25.18,0.00,34.50,0.30,1,4
5,9.70,26.55,0.00,33.70,0.00,1,5
6,10.52,26.75,0.60,31.70,0.25,1,6
7,10.16,25.90,1.10,32.60,1.54,1,7
8,10.56,27.22,2.20,32.80,2.09,1,8
9,10.42,25.65,-2.50,32.60,0.47,1,9
10,10.56,25.98,4.00,31.70,6.39,1,10
11,10.94,26.42,6.70,31.90,2.63,1,11
12,11.21,27.13,0.00,32.40,4.35,1,12
13,10.46,25.90,-0.20,32.90,0.91,1,13
14,10.89,26.14,0.00,32.90,5.46,1,14
15,10.23,25.07,-0.50,31.00,3.55,1,15
16,9.45,25.44,3.90,32.20,17.94,1,16
17,9.79,24.77,2.30,33.20,0.76,1,17
18,11.79,24.85,1.10,32.80,2.31,1,18
19,11.51,25.70,0.00,33.00,11.53,1,19
20,11.09,25.96,0.00,33.30,0.14,1,20
21,11.03,27.03,2.50,33.40,10.76,1,21
22,13.02,28.47,2.00,39.40,7.39,1,22
23,11.36,24.60,3.50,32.20,17.44,1,23
24,10.75,24.56,3.50,37.20,5.78,1,24
25,12.01,25.90,6.60,33.50,1.90,1,25
26,10.03,25.71,1.00,36.50,8.33,1,26
27,12.37,27.81,1.00,32.50,1.49,1,27
28,11.59,27.81,2.50,33.50,5.41,1,28
29,11.87,26.35,2.90,32.80,3.06,1,29
30,12.69,26.36,3.80,37.50,1.39,1,30
31,12.86,27.62,4.80,35.00,0.00,1,31
32,11.45,25.26,5.40,31.00,1.97,2,1
33,11.02,24.68,5.50,35.50,4.24,2,2
34,11.89,27.46,0.00,36.10,8.14,2,3
35,12.07,27.22,4.00,35.70,8.97,2,4
36,10.28,26.78,-1.50,38.90,6.38,2,5
37,10.95,26.80,0.00,36.50,0.00,2,6
38,11.08,25.53,2.00,33.70,0.44,2,7
39,10.82,26.90,2.00,36.00,1.15,2,8
40,12.66,29.75,5.50,34.20,16.15,2,9
41,12.38,26.45,4.40,33.50,6.06,2,10
42,12.90,26.97,5.00,38.00,4.03,2,11
43,11.22,26.83,3.00,34.00,0.86,2,12
44,11.43,25.85,0.00,35.00,2.61,2,13
45,12.08,27.41,0.00,33.30,2.23,2,14
46,11.96,28.64,1.60,35.50,6.51,2,15
47,14.46,29.24,7.80,36.20,2.94,2,16
48,13.79,29.42,4.40,38.50,4.87,2,17
49,12.95,27.37,2.90,34.40,1.78,2,18
50,13.38,28.66,6.00,35.00,4.21,2,19
51,14.67,30.18,6.00,38.50,0.28,2,20
52,14.42,30.26,9.60,39.20,1.85,2,21
53,13.37,29.44,1.00,40.00,0.29,2,22
54,12.75,30.69,2.20,36.00,108.89,2,23
55,12.70,30.34,2.80,36.50,16.14,2,24
56,13.99,29.93,5.60,39.00,1.56,2,25
57,13.37,28.71,7.20,35.10,2.03,2,26
58,12.20,26.52,5.60,34.40,1.83,2,27
59,13.09,31.32,6.10,38.00,0.46,2,28
60,11.92,30.16,5.40,35.80,2.00,2,29
61,14.45,29.98,6.40,37.00,0.13,3,1
62,12.55,28.96,0.00,36.40,1.34,3,2
63,13.82,29.32,5.00,38.30,9.06,3,3
64,13.33,28.96,5.20,35.50,5.43,3,4
65,12.60,30.60,4.40,39.00,3.29,3,5
66,14.07,30.11,4.40,37.20,9.06,3,6
67,13.96,30.76,-1.10,40.00,1.03,3,7
68,14.53,31.28,-1.10,41.80,6.15,3,8
69,13.56,30.82,0.00,38.30,0.00,3,9
70,15.11,30.16,3.20,38.30,6.78,3,10
71,13.65,30.33,4.30,36.20,0.47,3,11
72,15.85,30.64,4.80,37.20,15.58,3,12
73,14.30,31.05,6.00,37.00,12.00,3,13
74,15.15,31.19,7.60,40.00,11.61,3,14
75,16.65,32.26,9.70,43.30,8.21,3,15
76,16.35,30.67,10.00,36.70,22.51,3,16
77,15.46,30.11,10.00,36.10,0.92,3,17
78,15.91,32.09,8.30,37.80,0.28,3,18
79,14.71,30.91,7.90,37.80,9.66,3,19
80,16.20,31.24,8.50,41.70,4.84,3,20
81,15.59,30.57,7.00,35.00,0.57,3,21
82,16.33,31.14,11.60,37.50,0.35,3,22
83,15.48,30.91,4.40,36.00,1.26,3,23
84,16.00,32.11,4.40,36.80,0.00,3,24
85,17.16,32.44,8.30,40.00,0.00,3,25
86,17.05,32.29,7.20,40.00,0.64,3,26
87,17.53,33.08,7.20,39.60,2.46,3,27
88,18.03,33.19,5.00,36.50,0.31,3,28
89,18.77,32.38,7.80,39.40,1.09,3,29
90,17.54,32.58,8.30,38.90,1.13,3,30
91,17.80,32.93,11.00,39.50,6.75,3,31
92,17.61,31.89,10.00,38.70,41.82,4,1
93,16.87,33.62,7.80,39.00,18.00,4,2
94,18.51,33.74,8.30,41.00,11.18,4,3
95,18.01,33.87,9.40,40.30,13.19,4,4
96,17.67,33.62,10.00,42.60,7.64,4,5
97,17.84,32.90,10.60,38.60,1.12,4,6
98,17.29,33.35,9.00,38.90,2.15,4,7
99,17.50,32.72,7.80,39.70,16.59,4,8
100,16.16,33.20,8.90,39.20,5.88,4,9
101,18.04,34.54,9.80,42.20,1.51,4,10
102,18.14,33.79,9.80,41.20,1.09,4,11
103,17.28,33.06,9.50,41.50,13.80,4,12
104,16.85,33.44,8.90,43.30,3.44,4,13
105,18.03,33.74,10.00,38.60,7.03,4,14
106,16.98,32.83,7.00,39.50,0.00,4,15
107,16.41,32.82,8.00,40.50,3.03,4,16
108,17.78,33.22,9.00,39.00,0.00,4,17
109,19.43,33.02,12.20,40.00,5.85,4,18
110,19.06,33.24,11.70,39.00,0.90,4,19
111,17.72,33.70,11.70,39.00,0.09,4,20
112,19.11,33.54,12.50,39.00,2.80,4,21
113,19.68,34.80,12.40,39.00,0.30,4,22
114,20.25,34.53,12.50,40.00,0.90,4,23
115,20.12,34.39,11.80,41.10,6.03,4,24
116,20.24,35.03,14.50,41.70,2.89,4,25
117,19.92,34.53,14.20,41.00,18.92,4,26
118,19.87,35.01,13.60,44.50,13.77,4,27
119,19.52,35.18,13.60,43.50,1.60,4,28
120,20.47,35.92,12.80,41.70,2.94,4,29
