MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,2.1966666666666668,25.420689655172424,-5.0,30.6,5.251724137931035
2,3.996774193548386,27.6,-2.8000000000000003,33.7,4.2935483870967746
3,6.143333333333333,32.45862068965518,0.0,37.800000000000004,3.2172413793103454
4,8.946666666666667,36.58666666666666,3.9000000000000004,41.7,0.6266666666666667
5,12.510344827586207,40.80689655172414,7.800000000000001,47.800000000000004,0.3172413793103449
6,16.296551724137935,44.896551724137915,10.0,50.0,0.10344827586206896
7,21.23103448275862,45.800000000000004,15.600000000000001,50.0,1.406896551724138
8,22.148275862068964,45.720689655172414,12.8,48.900000000000006,6.027586206896552
9,17.496428571428574,44.096428571428554,5.6000000000000005,48.300000000000004,1.8464285714285715
10,11.748275862068965,38.834482758620695,0.0,45.6,3.282758620689655
11,5.506896551724139,31.13448275862069,-3.3000000000000003,36.1,3.603448275862069
12,1.9370370370370376,25.02592592592592,-3.3000000000000003,30.200000000000003,3.959259259259259
