MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-3.3352941176470576,10.764705882352942,-14.9,15.100000000000001,66.82812500000001
2,-2.1823529411764717,11.73235294117647,-17.8,18.900000000000002,57.225000000000016
3,-0.7176470588235295,15.276470588235297,-9.700000000000001,24.900000000000002,51.46562500000001
4,0.9393939393939394,19.818181818181813,-5.0,29.700000000000003,38.309677419354834
5,4.612121212121212,23.572727272727278,-0.9,31.700000000000003,57.96451612903225
6,7.661764705882355,26.326470588235296,3.1,33.6,61.03437499999998
7,9.723529411764705,27.89705882352941,4.6000000000000005,40.6,73.34062500000002
8,9.83529411764706,27.894117647058824,4.6000000000000005,36.4,77.27812500000003
9,7.155882352941177,23.999999999999993,0.30000000000000004,33.7,71.22812499999999
10,3.520588235294118,19.05294117647059,-5.800000000000001,27.1,67.36562500000001
11,0.49411764705882366,13.835294117647056,-7.4,20.400000000000002,75.68064516129033
12,-2.1382352941176475,11.28235294117647,-13.600000000000001,16.400000000000002,82.11250000000001
