MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,16.21590909090909,29.756818181818186,6.4,36.0,53.104545454545466
2,16.793333333333333,32.19777777777778,7.4,37.5,36.00666666666665
3,18.059574468085106,35.1608695652174,4.1000000000000005,39.900000000000006,22.47446808510638
4,20.219148936170217,37.0595744680851,12.4,42.900000000000006,15.121276595744684
5,22.11818181818182,37.547727272727265,18.0,45.400000000000006,38.12499999999999
6,22.272093023255817,35.402325581395345,15.4,43.0,162.06511627906977
7,22.436956521739134,32.89777777777777,16.0,40.0,141.1804347826087
8,22.157777777777774,33.133333333333326,12.9,39.2,193.36222222222216
9,21.874999999999996,33.14090909090908,16.0,38.0,314.2295454545454
10,20.851111111111113,32.00222222222223,11.8,38.300000000000004,302.5866666666667
11,18.993333333333336,30.86444444444445,11.700000000000001,36.300000000000004,181.1177777777778
12,16.90888888888889,30.317777777777778,2.0,36.0,73.12727272727274
