MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-0.20196078431372558,14.282352941176468,-3.6,19.900000000000002,83.26800000000001
2,-0.19215686274509788,15.039215686274511,-5.0,21.0,103.15882352941178
3,1.9788461538461541,17.373076923076926,-2.7,22.700000000000003,163.8480769230769
4,6.265384615384614,20.442307692307686,-0.30000000000000004,25.700000000000003,156.37884615384615
5,11.392156862745098,23.469999999999995,5.7,27.3,157.51372549019612
6,15.692156862745092,25.554901960784314,10.700000000000001,32.9,205.30392156862746
7,19.35,29.17843137254902,12.5,34.5,144.0365384615385
8,21.45454545454546,30.546296296296287,16.0,34.2,130.91730769230773
9,17.898113207547162,29.29433962264152,13.5,34.6,230.25882352941179
10,11.981132075471699,25.27692307692307,5.2,29.900000000000002,251.7764705882353
11,6.564705882352943,21.576470588235292,0.1,24.8,152.93137254901958
12,1.7823529411764705,17.04705882352942,-2.6,22.700000000000003,80.36800000000001
