PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,,,,,,,,,,,0.00,80.00,0,197,675,,,31
1970-02-01,1970,2,,,,,,,,,,,0.00,58.00,0,97,833,,,28
1970-03-01,1970,3,,,,,,,,,,,0.00,45.00,0,64,557,,,31
1970-04-01,1970,4,,,,,,,,,,,0.00,65.00,0,114,767,,,30
1970-05-01,1970,5,,,,,,,,,,,0.00,8.00,0,64,121,,,31
1970-06-01,1970,6,,,,,,,,,,,0.00,64.00,0,187,786,,,30
1970-07-01,1970,7,,,,,,,,,,,0.00,35.00,0,111,360,,,31
1970-08-01,1970,8,,,,,,,,,,,0.00,106.00,0,211,1028,,,31
1970-09-01,1970,9,,,,,,,,,,,0.00,19.00,0,157,346,,,30
1970-10-01,1970,10,,,,,,,,,,,0.00,65.00,0,173,473,,,31
1970-11-01,1970,11,,,,,,,,,,,0.00,58.00,0,144,741,,,30
1970-12-01,1970,12,,,,,,,,,,,0.00,12.00,0,46,169,,,31
1971-01-01,1971,1,,,,,,,,,,,0.00,72.00,0,272,775,,,31
1971-02-01,1971,2,,,,,,,,,,,0.00,39.00,0,260,485,,,28
1971-03-01,1971,3,,,,,,,,,,,0.00,34.00,0,80,409,,,31
1971-04-01,1971,4,,,,,,,,,,,0.00,45.00,0,143,461,,,30
1971-05-01,1971,5,,,,,,,,,,,0.00,129.00,0,376,1350,,,31
1971-06-01,1971,6,,,,,,,,,,,0.00,77.00,0,118,711,,,30
1971-07-01,1971,7,,,,,,,,,,,0.00,100.00,0,279,704,,,31
1971-08-01,1971,8,,,,,,,,,,,0.00,105.00,0,280,933,,,31
1971-09-01,1971,9,,,,,,,,,,,0.00,49.00,0,311,655,,,30
1971-10-01,1971,10,,,,,,,,,,,0.00,5.00,0,177,263,,,31
1971-11-01,1971,11,,,,,,,,,,,0.00,57.00,0,79,568,,,30
1971-12-01,1971,12,,,,,,,,,,,0.00,11.00,0,153,215,,,31
1972-01-01,1972,1,,,,,,,,,,,0.00,37.00,0,84,467,,,31
1972-02-01,1972,2,,,,,,,,,,,0.00,63.00,0,115,615,,,29
1972-03-01,1972,3,,,,,,,,,,,0.00,30.00,0,123,381,,,31
1972-04-01,1972,4,,,,,,,,,,,0.00,57.00,0,108,542,,,30
1972-05-01,1972,5,,,,,,,,,,,0.00,34.00,0,230,510,,,31
1972-06-01,1972,6,,,,,,,,,,,0.00,27.00,0,119,348,,,30
1972-07-01,1972,7,,,,,,,,,,,0.00,12.00,0,192,408,,,31
1972-08-01,1972,8,,,,,,,,,,,0.00,45.00,0,168,590,,,31
1972-09-01,1972,9,,,,,,,,,,,0.00,20.00,0,60,179,,,30
1972-10-01,1972,10,,,,,,,,,,,0.00,20.00,0,45,145,,,31
1972-11-01,1972,11,,,,,,,,,,,0.00,83.00,0,239,823,,,30
1972-12-01,1972,12,,,,,,,,,,,0.00,33.00,0,83,269,,,31
1973-01-01,1973,1,,,,,,,,,,,0.00,39.00,0,163,485,,,31
1973-02-01,1973,2,,,,,,,,,,,0.00,50.00,0,171,580,,,28
1973-03-01,1973,3,,,,,,,,,,,0.00,0.00,0,125,134,,,31
1973-04-01,1973,4,,,,,,,,,,,0.00,16.00,0,75,160,,,30
1973-05-01,1973,5,,,,,,,,,,,0.00,55.00,0,124,591,,,31
1973-06-01,1973,6,,,,,,,,,,,0.00,14.00,0,223,319,,,30
1973-07-01,1973,7,,,,,,,,,,,0.00,94.00,0,157,787,,,31
1973-08-01,1973,8,,,,,,,,,,,0.00,38.00,0,207,595,,,31
1973-09-01,1973,9,,,,,,,,,,,0.00,28.00,0,202,542,,,30
1973-10-01,1973,10,,,,,,,,,,,0.00,79.00,0,204,775,,,31
1973-11-01,1973,11,,,,,,,,,,,0.00,18.00,0,227,417,,,30
1973-12-01,1973,12,,,,,,,,,,,0.00,89.00,0,139,788,,,31
1974-01-01,1974,1,,,,,,,,,,,0.00,46.00,0,127,509,,,31
1974-02-01,1974,2,,,,,,,,,,,0.00,49.00,0,102,386,,,28
1974-03-01,1974,3,,,,,,,,,,,0.00,85.00,0,249,813,,,31
1974-04-01,1974,4,,,,,,,,,,,0.00,51.00,0,124,419,,,30
1974-05-01,1974,5,,,,,,,,,,,0.00,32.00,0,65,391,,,31
1974-06-01,1974,6,,,,,,,,,,,0.00,40.00,0,99,410,,,30
1974-07-01,1974,7,,,,,,,,,,,0.00,23.00,0,53,191,,,31
1974-08-01,1974,8,,,,,,,,,,,0.00,11.00,0,123,254,,,31
1974-09-01,1974,9,,,,,,,,,,,0.00,94.00,0,131,784,,,30
1974-10-01,1974,10,,,,,,,,,,,0.00,76.00,0,137,752,,,31
1974-11-01,1974,11,,,,,,,,,,,0.00,60.00,0,168,821,,,30
1974-12-01,1974,12,,,,,,,,,,,0.00,26.00,0,87,312,,,31
1975-01-01,1975,1,,,,,,,,,,,0.00,61.00,0,138,565,,,31
1975-02-01,1975,2,,,,,,,,,,,0.00,6.00,0,22,61,,,28
1975-03-01,1975,3,,,,,,,,,,,0.00,83.00,0,94,775,,,31
1975-04-01,1975,4,,,,,,,,,,,0.00,52.00,0,80,531,,,30
1975-05-01,1975,5,,,,,,,,,,,0.00,89.00,0,253,900,,,31
1975-06-01,1975,6,,,,,,,,,,,0.00,11.00,0,25,78,,,30
