MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,0.09821428571428578,11.844642857142857,-9.4,16.8,144.79642857142855
2,0.46785714285714286,12.13035714285714,-6.7,20.700000000000003,116.97500000000001
3,1.507142857142857,14.483928571428574,-4.9,23.900000000000002,94.65357142857147
4,2.4054545454545453,16.647272727272732,-2.4000000000000004,28.200000000000003,78.8781818181818
5,5.398181818181817,20.15818181818182,-0.8,29.5,72.16727272727273
6,8.22,22.423636363636366,3.7,34.300000000000004,60.10545454545452
7,10.205454545454549,24.57636363636364,6.0,39.300000000000004,62.07272727272727
8,10.17636363636364,23.80363636363637,5.800000000000001,36.0,67.77090909090907
9,8.074545454545454,22.541818181818176,2.9000000000000004,32.2,77.96000000000002
10,5.696363636363635,18.64909090909091,-1.5,28.1,122.20181818181823
11,2.930909090909091,14.745454545454546,-6.6000000000000005,20.700000000000003,137.36727272727276
12,0.6636363636363638,12.658181818181816,-10.100000000000001,18.3,145.90727272727273
