DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
16,7.857692307692309,15.480769230769234,-0.2,27.3,13.415094339622641,1,16
17,7.90392156862745,15.13653846153846,-0.1,23.8,11.0,1,17
18,8.36923076923077,15.111764705882349,1.4000000000000001,25.700000000000003,11.27450980392157,1,18
19,8.37692307692308,15.55769230769231,2.6,25.700000000000003,17.333333333333332,1,19
20,8.555769230769231,15.315384615384614,2.0,25.200000000000003,15.415094339622641,1,20
21,8.360000000000001,15.466666666666669,0.1,27.8,24.056603773584907,1,21
22,8.558333333333334,15.474509803921565,1.7000000000000002,27.8,21.79245283018868,1,22
23,8.011764705882355,15.384313725490196,1.2000000000000002,27.400000000000002,21.431372549019606,1,23
24,7.86923076923077,15.248076923076926,0.8,25.8,24.153846153846153,1,24
25,7.880769230769231,14.825000000000001,-1.9000000000000001,27.3,22.07843137254902,1,25
26,7.644000000000001,14.436538461538467,0.1,23.400000000000002,19.03921568627451,1,26
27,7.428000000000001,13.852941176470585,2.7,23.700000000000003,32.23076923076923,1,27
28,7.384615384615383,14.490384615384615,1.2000000000000002,23.5,23.73076923076923,1,28
29,7.804000000000002,15.340384615384618,0.8,24.700000000000003,22.333333333333332,1,29
30,8.076470588235294,15.669230769230772,2.6,27.200000000000003,15.5,1,30
31,7.551923076923076,15.924000000000001,0.5,26.3,21.88679245283019,1,31
32,7.3843137254901965,15.519230769230772,0.8,27.0,19.566037735849058,2,1
33,7.339999999999999,14.888461538461538,1.3,28.200000000000003,28.203703703703702,2,2
34,7.2639999999999985,14.494230769230764,1.5,27.900000000000002,16.58490566037736,2,3
35,7.683673469387755,14.70980392156863,2.3000000000000003,23.5,22.58490566037736,2,4
36,8.106122448979592,15.28125,1.6,24.700000000000003,19.803571428571427,2,5
37,8.14,15.798076923076923,-0.2,26.200000000000003,14.692307692307692,2,6
38,8.059999999999999,15.34897959183674,1.2000000000000002,26.200000000000003,40.113207547169814,2,7
39,7.825,14.974509803921572,0.5,27.900000000000002,31.245283018867923,2,8
40,8.032653061224492,14.819607843137256,1.4000000000000001,29.0,24.403846153846153,2,9
41,7.992000000000002,15.313725490196074,1.0,29.200000000000003,22.055555555555557,2,10
42,8.190196078431372,15.676000000000005,1.7000000000000002,28.900000000000002,20.58823529411765,2,11
43,8.494117647058825,17.045999999999992,1.6,26.5,14.634615384615385,2,12
44,8.879999999999999,17.354901960784318,3.2,29.700000000000003,20.901960784313726,2,13
45,9.544230769230774,17.798039215686277,3.6,29.900000000000002,44.666666666666664,2,14
46,9.551063829787234,17.09607843137255,3.8000000000000003,28.6,31.185185185185187,2,15
47,9.276923076923076,16.845999999999997,3.5,28.8,21.20754716981132,2,16
48,8.578431372549021,16.571698113207553,2.7,26.5,46.54716981132076,2,17
49,8.739999999999998,16.578431372549023,0.9,28.6,36.629629629629626,2,18
50,9.142857142857142,15.480769230769228,2.0,28.6,45.92727272727273,2,19
51,8.591836734693878,16.450000000000003,3.4000000000000004,29.900000000000002,33.763636363636365,2,20
52,8.609803921568629,17.076,2.8000000000000003,32.300000000000004,21.982142857142858,2,21
53,9.304,17.586000000000002,2.7,29.0,25.654545454545456,2,22
54,9.888235294117644,17.326923076923073,3.4000000000000004,29.5,27.25925925925926,2,23
55,9.09056603773585,16.386274509803922,4.800000000000001,27.6,30.490909090909092,2,24
56,9.282,16.79433962264151,3.2,29.400000000000002,27.90909090909091,2,25
57,9.14255319148936,16.72307692307693,1.2000000000000002,29.400000000000002,29.381818181818183,2,26
58,9.032,16.603773584905667,0.8,28.8,43.09090909090909,2,27
59,9.555102040816324,17.365384615384617,1.5,28.0,37.61818181818182,2,28
60,9.008333333333335,17.715384615384615,1.4000000000000001,28.400000000000002,29.384615384615383,2,29
61,9.546938775510203,18.11923076923077,1.1,29.1,26.88679245283019,3,1
62,9.457999999999998,17.084615384615383,1.9000000000000001,29.1,30.634615384615383,3,2
63,9.214,17.584615384615383,2.0,30.5,34.0,3,3
64,9.080392156862745,17.921999999999997,2.8000000000000003,28.6,48.9622641509434,3,4
65,9.492,18.78235294117647,2.8000000000000003,30.3,42.43636363636364,3,5
66,9.72,18.257999999999992,2.3000000000000003,29.3,32.58181818181818,3,6
67,9.62,17.731372549019607,4.1000000000000005,30.0,48.72727272727273,3,7
68,9.433333333333335,17.088,5.2,30.900000000000002,27.77358490566038,3,8
69,10.129999999999997,19.41176470588235,3.7,28.900000000000002,47.22222222222222,3,9
70,10.366666666666667,18.570588235294117,3.5,28.5,31.703703703703702,3,10
71,10.194339622641511,18.517999999999997,2.4000000000000004,28.700000000000003,40.870370370370374,3,11
72,10.11372549019608,18.715686274509803,4.9,29.8,48.851851851851855,3,12
73,10.29387755102041,18.83269230769231,3.7,30.6,44.27777777777778,3,13
74,11.008163265306122,19.651999999999997,3.9000000000000004,31.900000000000002,61.16981132075472,3,14
75,10.980392156862743,19.852941176470587,4.9,30.400000000000002,44.83018867924528,3,15
76,11.24313725490196,19.930000000000003,6.1000000000000005,29.3,55.163636363636364,3,16
77,11.662000000000003,19.66862745098039,5.7,30.5,45.870370370370374,3,17
78,11.006250000000001,19.164705882352937,5.9,31.400000000000002,45.75925925925926,3,18
79,10.965217391304348,18.618,5.6000000000000005,31.1,74.42592592592592,3,19
80,11.063829787234045,18.870588235294118,4.1000000000000005,28.5,45.351851851851855,3,20
81,11.26530612244898,19.727450980392153,5.300000000000001,30.8,32.55769230769231,3,21
82,11.317307692307697,19.416,5.800000000000001,31.8,54.648148148148145,3,22
83,11.303921568627453,19.58823529411765,6.4,31.8,57.907407407407405,3,23
84,11.41960784313725,19.343137254901958,5.4,33.6,46.18518518518518,3,24
85,10.962000000000003,19.51428571428572,6.2,34.2,44.27777777777778,3,25
86,11.142000000000001,19.740816326530616,4.4,32.2,59.888888888888886,3,26
87,11.612499999999997,20.558823529411764,6.2,32.0,57.2037037037037,3,27
88,11.824000000000003,20.147916666666664,6.800000000000001,31.3,38.36,3,28
89,12.345999999999998,20.701999999999998,6.9,30.6,52.40384615384615,3,29
90,12.720408163265304,21.141666666666666,6.6000000000000005,31.900000000000002,63.75471698113208,3,30
91,12.539999999999997,20.455102040816325,5.5,30.6,45.42307692307692,3,31
92,12.316326530612244,20.627450980392165,6.800000000000001,30.700000000000003,83.83018867924528,4,1
93,12.275000000000002,20.819607843137263,5.5,30.6,47.31372549019608,4,2
94,12.445999999999996,20.624000000000002,5.4,32.2,61.51923076923077,4,3
95,12.112499999999999,20.675510204081636,7.5,32.800000000000004,53.65384615384615,4,4
96,12.845999999999998,21.531999999999996,8.200000000000001,31.700000000000003,42.44230769230769,4,5
97,13.985106382978724,21.276,8.6,33.5,65.77358490566037,4,6
98,13.803999999999998,22.12745098039215,8.3,32.9,35.72222222222222,4,7
99,14.121568627450978,22.200000000000006,8.700000000000001,31.3,56.375,4,8
100,13.96938775510204,22.819607843137256,8.6,32.7,65.71153846153847,4,9
101,14.494000000000005,22.713725490196083,7.6000000000000005,33.2,43.79245283018868,4,10
102,14.499999999999998,23.919230769230765,7.800000000000001,32.7,66.56363636363636,4,11
103,14.746938775510207,23.382692307692306,7.5,32.7,61.166666666666664,4,12
104,14.375,22.99019607843137,5.6000000000000005,32.2,55.339622641509436,4,13
105,14.19795918367347,22.931372549019613,6.7,31.200000000000003,49.86538461538461,4,14
106,15.113725490196078,24.28235294117647,9.4,34.5,37.90384615384615,4,15
107,14.934693877551021,24.874509803921576,9.3,34.5,43.90384615384615,4,16
108,15.208,24.941176470588232,9.700000000000001,33.2,49.84615384615385,4,17
109,15.767346938775512,25.54313725490196,11.4,33.1,66.0576923076923,4,18
110,16.235294117647065,24.856862745098034,12.100000000000001,34.2,76.83333333333333,4,19
111,16.58235294117647,25.09607843137255,11.600000000000001,32.800000000000004,70.38181818181818,4,20
112,16.451063829787234,25.214000000000006,10.5,32.5,43.07272727272727,4,21
113,16.310638297872337,25.071999999999992,10.9,33.6,38.320754716981135,4,22
114,16.11200000000001,25.336734693877556,8.6,34.0,48.666666666666664,4,23
115,16.154166666666665,24.72200000000001,9.5,33.4,67.22222222222223,4,24
116,16.376,24.773999999999997,10.200000000000001,33.9,55.58181818181818,4,25
117,16.448,24.889999999999997,10.4,33.9,56.51851851851852,4,26
118,16.841666666666665,25.913725490196075,12.600000000000001,35.7,45.886792452830186,4,27
119,17.460784313725494,26.04807692307692,12.700000000000001,32.800000000000004,24.07547169811321,4,28
120,17.776000000000007,26.827450980392157,11.8,34.5,42.32727272727273,4,29
121,18.477551020408164,27.359999999999992,12.600000000000001,34.6,75.45454545454545,4,30
122,18.67115384615385,27.162000000000003,11.8,35.1,62.98148148148148,5,1
123,18.511538461538464,26.51599999999999,12.5,35.1,75.37037037037037,5,2
124,18.052000000000003,26.437999999999988,13.0,34.6,54.339622641509436,5,3
125,18.049056603773586,26.099999999999998,11.3,34.9,74.84905660377359,5,4
126,17.853846153846153,26.11399999999999,11.5,34.9,85.01785714285714,5,5
127,18.248076923076926,27.191999999999997,13.3,34.4,60.05357142857143,5,6
128,18.506122448979593,27.051020408163264,13.3,35.7,69.69642857142857,5,7
129,18.507407407407406,27.158000000000005,12.5,33.300000000000004,35.03703703703704,5,8
130,18.60392156862745,27.14999999999999,13.8,35.300000000000004,56.69090909090909,5,9
131,18.696078431372552,26.60392156862745,13.8,36.800000000000004,55.54545454545455,5,10
132,18.837254901960794,27.232000000000003,13.4,35.4,47.69090909090909,5,11
133,18.950000000000003,27.10000000000001,13.4,35.0,65.42592592592592,5,12
134,19.615384615384617,27.789999999999992,15.4,34.7,58.23076923076923,5,13
