DAY,TMIN_P10,TMAX_P90,PRCP_SUM,MONTH,DAY_OF_MONTH
1,2.2636363636363632,6.645454545454545,4.325454545454546,1,1
2,1.8890909090909094,6.154545454545454,3.6763636363636367,1,2
3,1.570909090909091,6.683636363636366,2.772222222222222,1,3
4,1.5527272727272723,6.823636363636364,2.8370370370370375,1,4
5,1.9199999999999997,6.796363636363638,3.2666666666666675,1,5
6,2.3454545454545452,6.667272727272727,1.7945454545454547,1,6
7,1.8218181818181822,6.849090909090911,1.9759259259259263,1,7
8,2.4236363636363634,6.849090909090911,2.838181818181817,1,8
9,2.172727272727273,7.189090909090909,2.096296296296297,1,9
10,2.1581818181818186,6.876363636363637,2.418181818181819,1,10
11,2.356363636363637,7.007272727272727,2.2444444444444454,1,11
12,2.2749999999999995,6.930357142857141,2.5624999999999996,1,12
13,2.028571428571429,7.0357142857142865,2.9163636363636365,1,13
14,1.9053571428571434,6.803571428571428,3.1803571428571433,1,14
15,1.885714285714286,6.480357142857143,2.643636363636363,1,15
16,2.1107142857142853,6.3374999999999995,1.6854545454545458,1,16
17,1.5821428571428573,6.369642857142859,2.3678571428571424,1,17
18,1.2357142857142855,6.555357142857141,2.1763636363636367,1,18
19,2.0500000000000003,6.823214285714286,2.741071428571428,1,19
20,2.0464285714285717,6.658928571428572,3.1696428571428577,1,20
21,1.957142857142857,6.510714285714285,3.1339285714285703,1,21
22,1.8428571428571432,6.764285714285715,2.285714285714286,1,22
23,2.0696428571428576,6.957142857142855,2.870909090909091,1,23
24,2.1678571428571436,7.2749999999999995,1.765454545454546,1,24
25,2.1089285714285717,6.633928571428571,3.055357142857143,1,25
26,2.035714285714285,6.839285714285716,2.319642857142857,1,26
27,2.0071428571428567,6.807142857142857,3.292727272727272,1,27
28,1.4946428571428574,6.762500000000001,2.5607142857142855,1,28
29,2.1571428571428575,5.926785714285715,1.94,1,29
30,1.9214285714285713,6.207142857142856,2.647272727272727,1,30
31,1.5053571428571426,6.8553571428571445,2.1946428571428576,1,31
32,1.669642857142857,7.253571428571427,2.8339285714285714,2,1
33,2.139285714285715,7.442857142857144,2.4509090909090907,2,2
34,2.1142857142857148,7.571428571428572,2.382142857142857,2,3
35,2.4803571428571423,7.394642857142857,2.6363636363636362,2,4
36,2.5607142857142855,7.028571428571428,3.2535714285714286,2,5
37,2.4928571428571433,7.135714285714285,2.754545454545454,2,6
38,2.1767857142857148,6.7625,2.472727272727272,2,7
39,1.8625000000000003,6.510714285714286,3.353571428571428,2,8
40,1.8249999999999997,6.200000000000001,3.865454545454545,2,9
41,1.5428571428571427,6.7250000000000005,2.469642857142857,2,10
42,1.330357142857143,6.7267857142857155,3.0199999999999996,2,11
43,1.667857142857143,6.578571428571429,2.441071428571429,2,12
44,1.839285714285714,6.880357142857144,1.7727272727272732,2,13
