PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1977-01-01,1977,1,-10.60,-5.60,-12.20,-3.30,-247.00,-4.40,1.10,-5.60,5.60,-56.80,0.00,13.00,0,81,169,31,31,31
1977-02-01,1977,2,-10.00,-2.80,-12.20,4.40,-182.20,-3.90,7.20,-4.40,10.60,28.40,0.00,81.00,0,335,969,28,28,28
1977-03-01,1977,3,-6.70,2.20,-8.90,2.80,-59.00,0.60,12.80,-2.80,13.90,201.20,0.00,76.00,0,737,1277,31,31,31
1977-04-01,1977,4,0.00,5.00,-1.10,6.70,61.80,7.80,17.80,2.80,20.60,359.60,0.00,36.00,0,457,784,30,30,30
1977-05-01,1977,5,2.80,10.60,0.60,12.20,214.90,12.20,22.80,10.60,26.10,502.40,0.00,97.00,0,569,1114,31,31,31
1977-06-01,1977,6,8.30,13.30,6.10,13.90,326.00,12.80,23.90,10.00,27.80,548.90,0.00,91.00,0,135,661,30,30,30
1977-07-01,1977,7,12.80,20.60,10.00,21.10,512.30,17.80,29.40,16.70,32.20,737.90,0.00,66.00,0,495,1058,31,31,31
1977-09-01,1977,9,9.40,18.30,6.10,18.90,413.30,18.90,26.10,17.80,28.30,668.10,0.00,137.00,0,726,2169,30,30,30
1977-10-01,1977,10,2.20,11.10,-1.10,12.20,223.90,13.30,21.70,12.20,22.80,541.00,0.00,25.00,0,102,289,31,31,31
1977-11-01,1977,11,-2.20,9.40,-3.30,10.00,76.10,7.20,13.90,3.30,18.30,332.20,0.00,198.00,0,836,2572,30,30,30
1977-12-01,1977,12,-6.70,2.80,-7.80,2.80,-52.70,-1.70,11.10,-2.80,13.30,141.10,0.00,76.00,0,411,985,31,31,31
1978-01-01,1978,1,-8.90,-2.80,-10.60,-1.10,-169.50,-2.80,3.90,-5.00,5.60,6.20,0.00,30.00,0,198,475,31,31,31
1978-02-01,1978,2,-13.90,-5.00,-20.00,-5.00,-267.40,-6.70,0.60,-7.20,3.90,-65.40,0.00,51.00,0,185,618,26,28,28
1978-03-01,1978,3,-4.40,2.80,-8.90,6.10,-59.50,1.70,11.70,-1.10,15.60,166.70,0.00,109.00,0,191,766,31,31,31
1978-04-01,1978,4,-1.70,5.60,-3.90,7.20,66.60,7.80,16.70,3.90,21.70,353.70,0.00,10.00,0,46,111,30,30,30
1978-05-01,1978,5,2.20,10.00,1.70,12.80,212.80,12.20,21.70,8.30,24.40,545.60,0.00,71.00,0,635,1022,31,31,31
1978-06-01,1978,6,8.30,16.70,7.20,17.20,383.50,17.20,26.10,12.80,27.80,626.50,0.00,262.00,0,594,1829,30,30,30
1978-07-01,1978,7,17.20,21.10,15.00,22.80,587.50,22.80,31.10,19.40,32.20,838.00,0.00,41.00,0,211,534,31,31,31
1978-08-01,1978,8,16.10,21.10,13.30,22.20,586.80,24.40,31.10,22.80,32.20,860.50,0.00,66.00,0,389,709,31,31,31
1978-09-01,1978,9,9.40,16.70,8.90,17.20,394.30,20.00,24.40,18.90,25.60,660.00,0.00,91.00,0,475,990,30,30,30
1978-10-01,1978,10,5.00,11.10,3.90,12.20,242.20,12.20,21.70,8.30,25.60,541.20,0.00,36.00,0,577,1226,31,31,31
1978-11-01,1978,11,1.10,5.00,-1.70,5.60,81.20,7.80,15.00,7.20,18.30,336.10,0.00,20.00,0,229,395,30,30,30
1978-12-01,1978,12,-3.30,3.90,-5.60,7.20,3.50,2.20,13.30,-1.10,17.20,246.70,0.00,66.00,0,114,602,31,31,31
1979-01-01,1979,1,-7.20,1.10,-9.40,2.80,-106.50,-1.70,10.00,-2.80,12.20,106.40,0.00,86.00,0,292,835,31,31,31
1979-02-01,1979,2,-5.60,-1.10,-6.70,1.70,-84.80,0.60,8.30,-1.70,13.30,105.50,0.00,41.00,0,335,943,28,28,28
1979-03-01,1979,3,-3.30,1.10,-4.40,2.80,-31.10,2.80,12.20,1.70,13.30,210.80,0.00,51.00,0,295,607,31,31,31
1979-04-01,1979,4,1.10,6.70,-2.80,10.00,106.10,5.60,18.30,3.90,21.10,343.60,0.00,155.00,0,290,1053,30,30,30
1979-05-01,1979,5,4.40,10.60,2.20,11.70,220.90,7.20,21.10,6.10,23.90,493.20,0.00,145.00,0,302,1143,31,31,31
1979-06-01,1979,6,10.00,17.20,7.20,19.40,411.00,16.70,26.10,16.10,27.20,648.20,0.00,178.00,0,442,1745,30,30,30
1979-07-01,1979,7,12.80,19.40,11.10,23.30,496.90,18.30,27.20,17.20,30.00,699.30,0.00,109.00,0,208,860,31,31,31
1979-08-01,1979,8,15.60,21.10,12.20,22.80,555.90,22.80,30.60,18.90,32.80,809.20,0.00,160.00,0,361,1437,31,31,31
1979-09-01,1979,9,11.70,17.80,10.00,20.00,446.30,19.40,25.00,18.30,29.40,683.70,0.00,180.00,0,782,2297,30,30,30
1979-10-01,1979,10,7.20,15.60,6.10,17.20,347.90,15.00,22.80,11.70,23.90,612.90,0.00,157.00,0,533,1957,31,31,31
1979-11-01,1979,11,-0.60,7.80,-2.20,12.80,104.80,8.90,18.90,2.80,21.70,385.70,0.00,142.00,0,564,1652,30,30,30
1979-12-01,1979,12,-2.80,4.40,-3.90,6.70,29.90,2.20,12.80,0.60,16.70,237.90,0.00,74.00,0,257,762,31,31,31
1980-01-01,1980,1,-7.80,-1.10,-8.90,0.60,-140.10,-2.20,7.20,-3.90,8.90,57.00,0.00,61.00,0,599,1125,31,31,31
1980-02-01,1980,2,-11.10,-3.90,-14.40,-2.80,-198.60,-2.80,3.90,-6.10,7.20,-2.30,0.00,91.00,0,335,1093,29,29,29
1980-03-01,1980,3,-5.00,-0.60,-5.60,3.90,-79.00,1.10,10.00,-2.20,16.10,162.20,0.00,91.00,0,163,956,31,31,31
1980-04-01,1980,4,-2.20,6.10,-3.30,9.40,48.60,4.40,16.70,1.70,20.60,334.30,0.00,61.00,0,325,712,30,30,30
1980-05-01,1980,5,2.80,11.10,0.00,12.80,229.60,11.10,26.10,6.10,29.40,570.80,0.00,30.00,0,254,552,31,31,31
1980-06-01,1980,6,12.20,16.10,8.90,17.20,407.10,18.30,27.20,15.00,30.00,670.80,0.00,41.00,0,564,980,30,30,30
1980-07-01,1980,7,12.20,17.80,11.10,22.80,477.70,17.20,26.10,13.90,30.00,648.00,0.00,180.00,0,1100,2499,31,31,31
1980-08-01,1980,8,15.00,17.80,12.80,18.90,507.60,18.30,23.90,17.80,26.10,654.30,0.00,462.00,0,963,4359,31,31,31
1980-09-01,1980,9,8.30,17.20,6.70,18.90,406.10,17.80,25.00,16.70,28.30,633.30,0.00,160.00,0,511,1267,30,30,30
1980-10-01,1980,10,5.60,12.20,1.10,12.80,252.20,12.20,22.80,11.70,23.90,528.30,0.00,145.00,0,953,1921,31,31,31
