MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,1.0750000000000002,12.15892857142857,-10.0,16.8,75.07142857142858
2,2.2375,12.569642857142854,-6.6000000000000005,20.0,56.85000000000001
3,4.266071428571428,15.26785714285714,-5.2,23.400000000000002,50.54285714285714
4,6.3963636363636365,17.718181818181822,-0.8,26.700000000000003,49.21636363636363
5,9.883636363636365,21.578181818181815,4.800000000000001,30.400000000000002,50.896363636363645
6,13.058181818181824,24.292727272727276,9.0,35.4,41.77818181818182
7,15.314545454545451,26.18181818181819,11.0,39.400000000000006,37.23090909090909
8,15.49454545454545,25.907272727272726,11.600000000000001,35.9,38.841818181818184
9,13.012727272727274,24.118181818181817,8.0,33.4,53.672727272727265
10,9.56,20.576363636363638,2.6,29.8,72.62727272727273
11,4.88,16.243636363636362,-2.0,21.200000000000003,84.7309090909091
12,1.8436363636363637,13.334545454545454,-7.1000000000000005,18.0,79.12909090909092
