MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,1.0980769230769232,15.201923076923077,71.84038461538461
2,1.2207547169811321,16.756603773584906,97.35576923076925
3,3.430188679245284,19.354716981132075,121.72075471698115
4,7.892452830188677,23.10377358490566,158.2094339622642
5,12.43461538461538,26.037254901960797,189.20576923076925
6,16.673076923076923,28.426923076923075,408.1307692307692
7,21.70185185185185,31.83773584905659,339.0792452830188
8,22.726785714285715,32.87818181818182,199.00727272727278
9,18.65471698113208,30.68679245283019,197.06346153846152
10,12.867924528301886,27.049056603773586,89.93962264150946
11,7.226923076923076,22.46346153846154,90.22692307692309
12,2.834615384615385,17.442307692307697,76.52115384615385
