MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,22.70243902439024,31.8525,18.0,34.300000000000004,146.74838709677417
2,22.651219512195116,31.982926829268298,19.6,39.0,114.99642857142858
3,22.59047619047619,32.58809523809524,12.0,36.4,80.14642857142856
4,22.739024390243898,33.11500000000001,12.5,35.2,37.818518518518516
5,22.548780487804876,33.68205128205128,17.0,36.6,29.03076923076923
6,21.195238095238093,33.47750000000001,9.200000000000001,37.800000000000004,23.425806451612903
7,20.11162790697674,33.51428571428572,15.200000000000001,36.2,10.67857142857143
8,19.813953488372096,34.449999999999996,13.0,37.2,16.695652173913043
9,20.06279069767442,35.202380952380956,16.3,38.6,6.961538461538461
10,21.22093023255814,35.02439024390244,12.0,39.0,27.196296296296303
11,22.650000000000002,33.61500000000001,18.0,38.400000000000006,66.18076923076923
12,22.739534883720932,32.336585365853665,20.0,38.2,118.15625
