MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-0.016071428571428587,11.657142857142858,-8.0,14.600000000000001,128.6982142857143
2,0.3410714285714286,11.576785714285714,-6.800000000000001,16.2,102.96607142857142
3,1.1625000000000003,13.087500000000002,-6.5,19.5,89.1125
4,2.265454545454545,15.381818181818184,-2.5,22.200000000000003,64.05454545454548
5,4.985454545454545,18.63818181818182,-0.1,24.1,62.43090909090909
6,7.721818181818183,21.505454545454548,2.5,30.5,61.49454545454546
7,9.710909090909087,23.194545454545462,6.2,28.200000000000003,64.43818181818182
8,9.963636363636361,22.672727272727283,6.0,28.8,72.39454545454547
9,8.13818181818182,20.476363636363647,3.9000000000000004,25.0,75.47818181818184
10,5.638181818181819,17.31851851851852,-0.30000000000000004,21.900000000000002,113.46363636363637
11,2.2381818181818187,14.299999999999999,-2.7,17.7,120.47999999999999
12,0.7618181818181818,12.50727272727273,-6.4,15.700000000000001,134.82181818181817
