MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-3.4910714285714275,10.205357142857142,-19.5,15.200000000000001,59.694642857142874
2,-2.373214285714286,11.112500000000002,-12.700000000000001,19.0,47.771428571428565
3,-0.542857142857143,14.794642857142856,-10.5,24.8,56.19107142857143
4,1.4018181818181816,18.892727272727274,-3.2,27.900000000000002,47.40909090909091
5,5.070909090909091,23.22363636363636,-1.0,31.700000000000003,63.22727272727273
6,8.34727272727273,26.005454545454548,1.6,34.5,64.68000000000002
7,10.587272727272726,27.967272727272736,4.4,41.5,63.44000000000002
8,10.32545454545455,27.94000000000001,4.5,37.1,62.62
9,7.53090909090909,23.90181818181818,1.2000000000000002,35.1,59.814545454545474
10,3.9454545454545467,19.207272727272724,-3.5,27.8,66.51272727272728
11,0.29272727272727284,13.81272727272728,-7.800000000000001,20.3,73.38363636363638
12,-2.3290909090909095,11.129090909090914,-12.4,16.1,67.32909090909094
