DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
1,8.07,21.53,5.00,25.00,0.00,1,1
2,7.60,21.67,1.50,27.00,0.00,1,2
3,8.40,26.59,0.00,33.00,0.00,1,3
4,8.11,26.10,0.00,33.00,4.93,1,4
5,8.25,27.04,0.00,33.00,0.17,1,5
6,9.14,25.85,6.00,30.50,16.55,1,6
7,9.59,25.85,6.00,30.50,6.59,1,7
8,8.01,24.11,0.00,29.00,6.14,1,8
9,9.17,24.28,5.70,32.00,0.75,1,9
10,9.87,26.26,4.50,31.00,4.45,1,10
11,9.14,24.85,2.00,31.00,6.05,1,11
12,9.22,23.37,0.00,29.70,2.38,1,12
13,9.12,25.36,3.60,28.00,0.00,1,13
14,9.99,24.63,6.00,29.90,0.00,1,14
15,8.99,24.30,-2.00,30.00,5.26,1,15
16,10.00,25.82,6.00,32.00,40.00,1,16
17,11.00,24.63,6.40,31.20,4.20,1,17
18,7.51,24.39,-1.20,30.00,0.95,1,18
19,8.61,24.33,4.60,32.00,0.65,1,19
20,9.35,24.26,5.90,32.30,1.22,1,20
21,7.69,24.61,2.50,32.00,18.65,1,21
22,8.66,24.38,5.50,31.00,5.50,1,22
23,8.92,25.46,4.70,32.00,0.00,1,23
24,9.51,25.32,0.00,32.00,4.24,1,24
25,6.75,27.31,0.00,31.00,141.05,1,25
26,7.74,24.83,1.10,29.50,6.57,1,26
27,8.37,25.17,4.50,31.00,7.15,1,27
28,7.95,24.65,4.00,30.20,0.35,1,28
29,9.54,26.94,4.00,30.00,0.00,1,29
30,9.52,25.65,3.00,34.50,3.52,1,30
31,9.06,25.25,3.00,34.00,32.38,1,31
32,8.31,25.35,3.10,32.50,2.27,2,1
33,8.83,24.98,4.00,30.00,1.41,2,2
34,7.91,24.50,-0.60,31.00,13.19,2,3
35,11.40,29.33,9.40,33.00,0.59,2,4
36,9.95,26.18,6.00,33.50,8.54,2,5
37,9.28,25.24,4.70,32.00,0.00,2,6
38,8.66,25.89,0.40,32.50,0.00,2,7
39,9.87,26.87,5.60,33.50,0.21,2,8
40,9.08,25.75,6.00,35.50,2.91,2,9
41,8.72,26.88,5.80,35.50,11.53,2,10
42,9.14,26.41,4.90,35.00,81.86,2,11
43,8.42,26.50,3.00,32.00,5.91,2,12
44,10.21,26.52,7.00,30.00,82.54,2,13
45,11.58,27.95,6.00,32.00,11.00,2,14
46,11.37,27.26,4.90,36.50,3.43,2,15
47,9.63,28.04,3.50,32.00,20.62,2,16
48,10.28,28.38,6.50,36.00,8.68,2,17
49,9.93,29.42,5.70,35.00,1.38,2,18
50,9.07,27.59,5.50,34.50,10.38,2,19
51,10.22,27.85,5.00,32.50,0.00,2,20
