PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,,,,,,,,,,,0.00,130.00,0,353,1601,,,31
1970-02-01,1970,2,,,,,,,,,,,0.00,58.00,0,429,759,,,28
1970-03-01,1970,3,,,,,,,,,,,0.00,351.00,0,716,2785,,,31
1970-04-01,1970,4,,,,,,,,,,,0.00,175.00,0,787,1559,,,20
1970-05-01,1970,5,,,,,,,,,,,0.00,221.00,0,516,1097,,,21
1970-06-01,1970,6,,,,,,,,,,,0.00,422.00,0,605,2007,,,20
1970-08-01,1970,8,,,,,,,,,,,0.00,188.00,0,323,1903,,,31
1970-09-01,1970,9,,,,,,,,,,,0.00,79.00,0,353,920,,,30
1970-10-01,1970,10,,,,,,,,,,,0.00,25.00,0,460,657,,,31
1970-11-01,1970,11,,,,,,,,,,,0.00,30.00,0,325,820,,,30
1970-12-01,1970,12,,,,,,,,,,,0.00,170.00,0,622,1824,,,31
1971-01-01,1971,1,,,,,,,,,,,0.00,56.00,0,229,747,,,31
1971-02-01,1971,2,,,,,,,,,,,0.00,13.00,0,117,295,,,28
1971-03-01,1971,3,,,,,,,,,,,0.00,33.00,0,79,282,,,31
1971-04-01,1971,4,,,,,,,,,,,0.00,64.00,0,373,902,,,30
1971-05-01,1971,5,,,,,,,,,,,0.00,28.00,0,234,611,,,31
1971-06-01,1971,6,,,,,,,,,,,0.00,132.00,0,909,1671,,,30
1971-07-01,1971,7,,,,,,,,,,,0.00,23.00,0,102,312,,,31
1971-08-01,1971,8,,,,,,,,,,,0.00,107.00,0,538,1409,,,31
1971-09-01,1971,9,,,,,,,,,,,0.00,58.00,0,132,636,,,30
1971-10-01,1971,10,,,,,,,,,,,0.00,79.00,0,775,1613,,,31
1971-11-01,1971,11,,,,,,,,,,,0.00,46.00,0,297,801,,,28
1971-12-01,1971,12,,,,,,,,,,,0.00,135.00,0,876,1832,,,31
1972-01-01,1972,1,,,,,,,,,,,0.00,48.00,0,724,1549,,,31
1972-02-01,1972,2,,,,,,,,,,,0.00,135.00,0,922,2761,,,29
1972-03-01,1972,3,,,,,,,,,,,0.00,43.00,0,234,593,,,31
1972-04-01,1972,4,,,,,,,,,,,0.00,160.00,0,302,1117,,,30
1972-05-01,1972,5,,,,,,,,,,,0.00,404.00,0,1463,2519,,,14
