MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,22.186046511627904,32.37380952380953,54.22812499999998
2,22.09111111111111,32.73181818181817,63.55312499999999
3,22.20444444444444,32.724444444444444,40.275757575757574
4,22.588372093023253,32.55813953488373,40.91935483870967
5,22.535714285714285,33.01219512195122,64.22173913043478
6,22.12045454545455,32.74418604651163,39.88399999999999
7,21.463636363636365,32.40697674418604,51.70869565217392
8,21.335555555555555,32.218181818181826,48.45384615384616
9,21.497674418604657,32.088095238095256,47.25185185185185
10,22.075000000000006,32.19767441860465,54.152941176470584
11,22.215909090909093,32.08636363636362,72.63235294117646
12,22.172727272727272,32.065116279069755,38.08571428571429
