MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-3.0,8.15,-9.600000000000001,12.0,13.725000000000001
2,-3.825,9.175,-8.0,16.0,20.200000000000003
3,-2.05,14.7,-6.0,21.0,34.175
4,-0.7,16.75,-4.0,24.0,31.050000000000004
5,3.7600000000000002,24.1,0.0,29.200000000000003,35.64
6,7.62,26.939999999999998,1.0,32.0,50.660000000000004
7,8.866666666666667,27.566666666666666,7.0,34.6,159.80000000000004
8,10.175,32.5,6.0,37.4,26.599999999999998
9,5.3,26.266666666666666,3.0,32.0,30.466666666666665
10,-0.9,14.566666666666668,-4.0,21.0,52.5
11,-2.075,11.65,-5.800000000000001,19.0,27.300000000000004
12,-6.4750000000000005,8.2,-14.0,18.0,33.400000000000006
