MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-0.3125,10.378571428571432,-8.5,13.4,89.8875
2,-0.02857142857142852,10.301785714285714,-7.5,18.1,67.05535714285716
3,0.8928571428571429,11.998214285714285,-6.300000000000001,20.3,61.24464285714288
4,2.4654545454545462,14.385454545454547,-2.0,25.6,50.26000000000001
5,5.319999999999999,17.954545454545453,0.1,27.400000000000002,51.865454545454554
6,8.081818181818182,19.727272727272727,3.1,31.5,58.3490909090909
7,10.247272727272724,21.20181818181819,5.800000000000001,33.6,58.93818181818181
8,10.300000000000002,20.907272727272716,6.2,31.8,69.39454545454547
9,8.463636363636367,19.250909090909094,3.3000000000000003,28.5,73.45272727272729
10,5.776363636363637,15.925454545454539,-0.9,22.0,107.15272727272728
11,2.3836363636363647,12.739999999999997,-5.6000000000000005,18.400000000000002,105.59636363636362
12,0.5563636363636363,11.229090909090914,-6.0,14.100000000000001,103.25272727272727
