MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,7.360000000000001,26.05333333333334,28.735555555555564
2,8.459999999999999,28.05333333333333,20.384444444444444
3,9.433333333333332,30.751111111111115,30.995555555555555
4,12.01304347826087,31.98260869565218,39.152173913043484
5,13.878260869565219,31.039999999999996,70.04888888888891
6,14.182222222222226,29.297777777777785,199.20222222222222
7,13.826086956521738,28.05869565217391,146.5108695652174
8,13.906818181818187,27.879545454545454,117.66590909090905
9,14.113333333333333,27.2,119.69777777777777
10,11.934090909090912,26.795454545454547,74.8409090909091
11,9.704545454545455,26.10909090909091,26.71136363636364
12,8.526666666666666,26.01777777777778,20.142222222222223
