MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,1.1911764705882353,23.63636363636364,33.834374999999994
2,2.0515151515151513,26.133333333333336,35.60645161290322
3,3.6388888888888906,28.894285714285715,22.476470588235287
4,5.905882352941177,32.061764705882354,5.060606060606061
5,9.645454545454545,36.042424242424254,5.925
6,14.882857142857139,40.13428571428573,18.506060606060604
7,18.06969696969697,38.948484848484846,139.20967741935485
8,17.40909090909091,37.06363636363636,116.44193548387099
9,15.203225806451618,36.34838709677419,57.680000000000014
10,9.154285714285713,33.559999999999995,29.69696969696969
11,4.321212121212121,28.612121212121213,22.596875
12,1.3633333333333333,23.766666666666666,28.36
