MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,3.9421052631578952,28.313157894736843,2.2605263157894737
2,4.482857142857144,29.931428571428576,1.722857142857143
3,5.431578947368422,32.37105263157895,1.952631578947368
4,7.717647058823529,33.952941176470596,0.9294117647058824
5,10.243243243243244,34.98108108108108,12.464864864864868
6,13.984615384615385,33.07179487179488,59.30769230769231
7,14.080487804878054,30.465853658536595,75.52250000000001
8,13.85897435897436,30.305128205128202,72.09487179487179
9,13.921052631578947,29.82894736842106,69.93684210526314
10,11.079487179487181,29.930769230769236,30.52307692307692
11,6.402564102564102,29.24871794871795,7.825641025641025
12,4.867567567567568,27.830555555555556,6.316216216216216
