PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1991-11-01,1991,11,-8.40,0.00,-12.50,0.20,-76.60,-1.30,6.70,-2.40,9.20,49.90,0.00,61.00,0,91,493,22,22,28
1991-12-01,1991,12,-13.30,-3.30,-22.20,-1.50,-154.00,-2.80,3.30,-3.30,6.30,1.80,0.00,183.00,0,218,1435,20,23,31
1992-01-01,1992,1,-13.10,-1.00,-21.70,0.60,-121.70,-3.20,5.10,-10.00,6.80,4.40,0.00,71.00,0,193,561,21,27,31
1992-02-01,1992,2,-9.90,-0.20,-15.50,0.40,-108.20,-2.50,5.40,-7.30,9.00,32.60,0.00,76.00,0,170,910,22,21,29
1992-03-01,1992,3,-12.20,0.00,-18.90,0.00,-82.60,-1.80,6.90,-3.10,7.40,71.80,0.00,122.00,0,201,1208,16,29,31
1992-04-01,1992,4,-5.50,0.00,-10.20,0.00,-41.30,3.90,12.60,0.00,21.20,242.70,0.00,38.00,0,384,673,19,30,30
1992-05-01,1992,5,0.00,0.00,-8.50,0.00,-16.40,10.90,19.70,8.00,20.30,458.40,0.00,28.00,0,165,315,26,30,30
1992-06-01,1992,6,-0.40,0.00,-3.90,0.30,-6.10,16.00,20.80,11.30,22.40,489.10,0.00,74.00,0,234,792,23,27,29
1992-07-01,1992,7,0.00,3.60,-2.60,6.00,11.80,16.30,24.20,12.20,26.20,602.90,0.00,76.00,0,617,1638,20,30,31
1992-08-01,1992,8,0.00,0.00,0.00,0.00,0.00,17.30,26.20,13.30,28.40,591.90,0.00,104.00,0,356,1285,7,28,31
1992-09-01,1992,9,-0.50,0.00,-4.30,0.60,-5.90,11.30,16.80,7.40,17.80,417.70,0.00,53.00,0,249,779,19,30,30
1992-10-01,1992,10,-10.50,0.00,-15.60,0.70,-72.60,1.50,11.60,-0.50,16.00,168.30,0.00,56.00,0,155,581,19,29,31
1992-11-01,1992,11,-5.40,0.00,-18.10,0.60,-76.50,-0.80,8.60,-1.70,14.00,82.00,0.00,64.00,0,122,864,23,26,30
1992-12-01,1992,12,-11.10,-2.10,-12.50,-1.40,-129.10,-5.10,2.30,-7.30,5.20,-44.00,0.00,36.00,0,109,420,23,28,31
2003-05-01,2003,5,-5.80,0.00,-7.00,0.00,-14.20,11.50,20.50,11.50,21.00,223.80,0.00,97.00,0,99,303,11,14,14
2003-06-01,2003,6,0.00,0.00,-1.80,0.00,-2.60,15.80,23.90,14.10,26.20,561.00,0.00,46.00,0,145,404,16,28,27
2003-08-01,2003,8,0.00,0.00,0.00,0.00,0.00,22.10,31.00,17.80,31.00,147.50,0.00,8.00,0,69,77,3,6,7
