MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-2.7483870967741937,12.4741935483871,-10.100000000000001,21.5,51.28064516129032
2,-1.216129032258065,14.183870967741935,-7.0,27.0,56.51290322580645
3,1.8193548387096774,17.883870967741938,-3.7,28.400000000000002,98.14516129032258
4,7.3,24.26451612903226,-0.5,32.2,86.75483870967744
5,12.903225806451612,28.62580645161291,7.5,35.0,102.16129032258065
6,18.051612903225802,32.08387096774193,14.0,37.5,176.71935483870965
7,22.77741935483871,35.39677419354839,16.3,39.6,153.85161290322586
8,22.85806451612903,33.94193548387097,18.8,39.5,162.4290322580645
9,17.56129032258064,30.774193548387096,10.8,38.2,142.34838709677416
10,11.222580645161292,26.006451612903234,2.6,34.0,63.00000000000001
11,3.845161290322581,21.532258064516128,-4.2,27.5,46.85161290322579
12,-1.3290322580645157,16.048387096774196,-8.0,23.400000000000002,36.9
