MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-3.7055555555555557,10.424999999999999,-19.1,14.4,53.72222222222221
2,-3.051351351351351,10.740540540540545,-14.700000000000001,17.7,42.47567567567569
3,-1.88,13.302857142857142,-10.600000000000001,20.3,46.199999999999996
4,-0.6027777777777777,16.405555555555555,-6.300000000000001,25.3,53.92222222222221
5,1.527777777777778,20.41666666666667,-3.9000000000000004,27.0,47.368571428571435
6,4.755555555555556,23.33611111111111,-1.6,31.6,58.86944444444444
7,6.752777777777776,25.469444444444445,1.4000000000000001,32.5,45.98055555555555
8,6.194285714285715,24.917142857142856,1.3,34.6,53.26
9,4.111764705882354,21.51764705882353,-3.2,27.900000000000002,51.329411764705874
10,0.9485714285714286,16.95714285714286,-6.6000000000000005,23.400000000000002,58.90857142857142
11,-1.9114285714285717,13.117142857142857,-8.4,18.0,52.82000000000001
12,-3.1999999999999997,11.182857142857147,-15.200000000000001,15.0,59.57428571428572
