MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-1.5615384615384618,10.084615384615386,-7.5,13.5,93.61538461538466
2,-0.8153846153846155,10.584615384615386,-6.4,18.400000000000002,70.70769230769233
3,-0.06923076923076922,13.023076923076925,-5.300000000000001,19.1,66.4923076923077
4,1.0250000000000001,16.35,-4.4,23.3,37.43333333333333
5,4.95,20.24166666666667,-1.2000000000000002,28.6,54.75
6,8.141666666666667,23.0,4.3,30.900000000000002,57.25
7,11.025,23.46666666666667,6.4,37.2,81.10000000000001
8,10.683333333333332,22.608333333333334,4.6000000000000005,30.900000000000002,75.71666666666667
9,7.1833333333333345,20.89166666666667,0.2,30.0,83.60833333333333
10,4.5,16.858333333333334,-2.8000000000000003,22.6,105.63333333333334
11,0.6750000000000002,13.05833333333333,-4.7,16.5,88.18333333333334
12,-0.7833333333333335,11.308333333333335,-8.9,15.0,112.66666666666669
