MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,13.036363636363633,33.48863636363637,18.60454545454546
2,15.127272727272727,35.37906976744186,18.23953488372093
3,16.891111111111115,37.886046511627896,19.468888888888884
4,18.92666666666667,39.62954545454546,26.247727272727275
5,21.659090909090903,40.01162790697674,44.400000000000006
6,22.090909090909093,37.84545454545455,147.76363636363632
7,21.802272727272726,36.39767441860465,114.05581395348834
8,21.865116279069767,36.16976744186047,124.71162790697673
9,21.659090909090903,35.595454545454544,131.82954545454547
10,19.18181818181818,34.59772727272727,89.7568181818182
11,16.727906976744183,33.60697674418605,40.52325581395349
12,14.239534883720928,33.16976744186047,20.13023255813954
