MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-1.514285714285714,9.722857142857142,52.857142857142854
2,-0.9799999999999999,9.96,37.019999999999996
3,0.19411764705882356,12.676470588235297,40.39411764705883
4,1.6060606060606057,14.77878787878788,42.51515151515151
5,5.000000000000001,18.200000000000003,40.07941176470588
6,7.8114285714285705,21.300000000000008,46.13714285714285
7,10.274285714285714,23.260000000000005,45.91142857142858
8,10.199999999999998,23.439999999999998,50.844117647058816
9,7.934285714285716,20.94,52.528571428571425
10,4.628571428571428,16.871428571428574,58.69428571428572
11,0.8371428571428572,12.90857142857143,63.89714285714286
12,-0.6542857142857142,10.851428571428572,54.29714285714286
