MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-2.4153846153846157,11.392307692307693,-9.0,15.8,51.95384615384616
2,-1.0,12.084615384615384,-5.7,17.6,49.07692307692308
3,-0.46923076923076934,14.246153846153845,-6.0,22.900000000000002,47.41538461538461
4,0.26666666666666666,17.8,-3.5,26.5,34.216666666666676
5,4.175,21.366666666666664,-1.8,26.700000000000003,56.65
6,7.433333333333333,24.675,1.0,33.6,64.2
7,9.416666666666666,27.05,4.1000000000000005,39.400000000000006,58.70000000000001
8,9.016666666666667,25.925000000000008,5.300000000000001,32.5,49.775000000000006
9,6.150000000000001,23.108333333333334,1.4000000000000001,30.900000000000002,55.03333333333334
10,4.141666666666667,18.025000000000002,-2.1,24.400000000000002,69.13333333333334
11,0.04999999999999999,13.466666666666667,-7.0,17.6,53.43333333333334
12,-0.8083333333333336,12.858333333333333,-7.800000000000001,15.700000000000001,61.93333333333334
