MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,-6.764285714285717,10.842857142857145,56.4517857142857
2,-5.848214285714285,13.142857142857142,47.605357142857144
3,-3.2446428571428574,17.70535714285715,51.47499999999999
4,-0.5490909090909092,20.460000000000004,57.70363636363637
5,3.3436363636363646,24.38000000000001,70.6509090909091
6,6.965454545454545,28.44363636363636,64.8890909090909
7,9.436363636363636,31.094545454545454,50.258181818181804
8,9.259999999999998,31.021818181818173,52.06727272727273
9,5.683636363636362,26.65636363636364,61.85272727272727
10,1.7781818181818183,21.66,84.4709090909091
11,-3.2145454545454553,15.863636363636358,77.38
12,-5.785454545454543,11.445454545454545,67.37272727272727
