MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,0.07307692307692305,12.372916666666667,39.51923076923078
2,0.057692307692307675,13.63958333333334,57.31923076923076
3,2.098076923076923,17.963829787234047,97.02884615384617
4,6.69423076923077,24.072340425531916,110.66730769230766
5,12.265384615384617,28.086956521739125,132.22115384615387
6,17.34423076923077,30.78510638297873,178.67115384615383
7,21.880769230769225,34.46521739130435,152.18269230769226
8,23.486538461538466,35.493750000000006,101.78653846153844
9,18.30588235294118,32.72608695652173,150.08627450980393
10,11.645098039215688,26.747916666666672,117.59215686274507
11,6.01764705882353,21.47826086956522,66.15882352941176
12,1.7843137254901962,15.588636363636368,46.69411764705881
