PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,-1.70,3.90,-3.90,5.00,54.60,6.10,12.80,5.00,14.40,277.90,0.00,0.00,0,462,650,31,31,31
1970-02-01,1970,2,-0.60,5.60,-2.20,8.30,67.70,6.70,15.00,6.10,18.30,298.90,0.00,112.00,0,249,755,28,28,28
1970-03-01,1970,3,0.00,6.10,-0.60,7.20,68.50,5.60,14.40,5.00,16.70,310.60,0.00,38.00,0,587,988,31,31,31
1970-04-01,1970,4,6.10,12.80,5.60,13.90,276.80,12.20,20.60,8.30,22.20,487.50,0.00,66.00,0,351,1058,30,30,30
1970-05-01,1970,5,13.30,17.80,11.10,19.40,470.10,18.90,25.60,15.60,26.10,688.20,0.00,216.00,0,630,1811,31,31,31
1970-06-01,1970,6,14.40,18.90,13.30,19.40,510.40,18.90,26.70,15.00,28.30,688.50,0.00,381.00,0,716,3236,30,30,30
1970-07-01,1970,7,18.30,23.90,16.70,23.90,656.30,22.20,31.10,20.60,31.70,837.80,0.00,43.00,0,1562,1976,31,31,31
1970-08-01,1970,8,20.60,25.00,20.00,25.60,716.00,27.20,30.60,24.40,32.80,904.40,0.00,38.00,0,292,658,31,31,31
1970-09-01,1970,9,17.80,23.30,16.10,25.00,618.90,21.10,31.10,19.40,32.80,785.10,0.00,53.00,0,312,911,30,30,30
1970-10-01,1970,10,9.40,17.20,8.30,19.40,438.70,17.20,23.90,12.80,27.20,635.50,0.00,137.00,0,282,1195,31,31,31
1970-11-01,1970,11,5.60,12.80,2.20,15.00,277.80,12.80,20.00,8.90,23.30,484.40,0.00,30.00,0,533,1195,30,30,30
1970-12-01,1970,12,1.10,6.70,0.00,7.80,122.80,7.20,15.60,3.90,17.80,338.50,0.00,0.00,0,208,480,31,31,31
1971-01-01,1971,1,0.00,5.00,-1.10,7.20,76.10,6.10,12.20,4.40,13.90,283.80,0.00,25.00,0,312,430,31,31,31
1971-02-01,1971,2,0.60,5.60,-1.10,6.70,75.20,6.10,12.80,5.60,16.10,255.70,0.00,91.00,0,173,554,28,28,28
1971-03-01,1971,3,-0.60,10.00,-1.70,11.70,146.20,7.20,17.20,6.10,20.00,367.20,0.00,86.00,0,302,807,31,31,31
1971-04-01,1971,4,6.70,12.20,5.60,12.80,292.50,13.30,18.90,10.00,23.90,492.80,0.00,213.00,0,572,1601,30,30,30
1971-05-01,1971,5,10.60,17.20,10.00,17.80,444.80,17.20,23.90,13.90,27.20,642.80,0.00,102.00,0,290,891,31,31,31
1971-06-01,1971,6,16.70,20.00,15.60,20.60,544.30,20.60,26.70,18.90,29.40,712.80,0.00,94.00,0,518,1166,30,30,30
1971-07-01,1971,7,20.60,23.90,18.30,25.00,698.10,25.00,30.60,20.00,31.10,870.00,0.00,25.00,0,282,613,31,31,31
1971-08-01,1971,8,21.10,25.60,20.00,25.60,733.90,26.10,32.20,23.90,32.80,922.30,0.00,30.00,0,886,1054,31,31,31
1971-09-01,1971,9,16.70,21.10,15.00,24.40,566.90,20.00,28.90,17.20,29.40,713.40,0.00,213.00,0,823,2219,30,30,30
1971-10-01,1971,10,11.10,15.60,8.30,17.80,422.30,16.10,21.70,13.90,23.90,577.70,0.00,239.00,0,526,2383,31,31,31
