MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,5.685,32.3925,0.1,40.7,12.630000000000004
2,6.794871794871795,33.812820512820515,1.2000000000000002,41.800000000000004,13.407894736842106
3,8.607894736842104,36.61052631578948,4.0,40.900000000000006,3.9578947368421056
4,11.290000000000001,38.86410256410257,6.9,44.5,1.375
5,14.994285714285713,41.13714285714284,9.600000000000001,45.400000000000006,1.22
6,20.323809523809526,42.64285714285715,10.5,48.7,37.12619047619049
7,22.090697674418603,39.95348837209303,2.5,46.2,114.2047619047619
8,21.358974358974358,38.053846153846145,11.700000000000001,45.300000000000004,130.38974358974357
9,20.22631578947368,38.73947368421052,11.4,45.800000000000004,65.44473684210527
10,14.872972972972974,38.756756756756765,7.5,44.5,19.948648648648646
11,10.039999999999997,36.0525,0.0,65.10000000000001,23.05
12,6.34,33.151282051282045,-0.30000000000000004,38.800000000000004,11.6325
