MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,5.091071428571428,23.00769230769231,-2.5,27.6,21.20892857142857
2,6.38392857142857,25.866666666666678,2.4000000000000004,29.8,17.645454545454538
3,9.014285714285712,29.270370370370372,0.8,33.5,26.094642857142848
4,12.489285714285712,31.228301886792444,5.300000000000001,34.2,51.66785714285714
5,15.428571428571425,31.151923076923076,10.8,35.7,151.3839285714286
6,18.496428571428574,29.556603773584907,14.3,34.2,210.56250000000003
7,18.705357142857146,29.020754716981134,15.0,31.8,313.37857142857143
8,18.283928571428568,29.132692307692306,14.8,32.300000000000004,303.1946428571428
9,16.95454545454545,28.590196078431372,11.3,31.0,170.38
10,13.887272727272727,27.28653846153846,4.9,30.1,122.37090909090907
11,9.367272727272724,24.599999999999994,2.0,27.5,61.403636363636366
12,5.727272727272727,22.492307692307694,-0.9,26.8,26.074545454545458
