PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,-15.00,-6.70,-18.20,-2.40,-345.00,-8.40,1.50,-12.10,4.60,-122.50,,,,,,31,31,
1970-02-01,1970,2,-14.30,-2.20,-16.60,0.70,-226.80,-8.40,5.30,-12.40,7.50,-32.20,,,,,,28,28,
1970-03-01,1970,3,-14.70,-4.80,-15.50,0.60,-313.40,-8.70,2.90,-10.40,4.80,-103.20,,,,,,31,31,
1970-04-01,1970,4,-6.80,3.90,-8.90,8.00,-14.90,0.20,10.30,-4.80,11.90,166.90,,,,,,30,30,
1970-05-01,1970,5,2.10,7.50,1.10,8.60,152.20,8.40,14.70,6.40,17.30,353.30,0.00,165.00,0,430,2210,31,31,31
1970-06-01,1970,6,5.40,10.80,2.70,14.40,248.10,9.80,16.10,7.90,17.90,401.10,0.00,330.00,0,750,4570,30,30,30
1970-07-01,1970,7,11.20,14.90,9.50,15.40,407.10,14.70,21.20,12.40,22.10,557.20,0.00,245.00,0,2335,4025,31,31,31
1970-08-01,1970,8,11.20,15.00,10.50,15.80,412.60,15.40,19.70,14.30,21.00,545.40,0.00,420.00,0,2930,7010,31,31,31
1970-09-01,1970,9,9.30,14.00,3.50,14.70,353.40,13.10,18.90,11.60,20.10,482.70,0.00,200.00,0,810,2770,30,30,30
1970-10-01,1970,10,-3.00,10.40,-5.30,11.90,123.00,3.40,14.20,-3.00,15.30,303.40,0.00,165.00,0,615,1985,31,31,31
1970-11-01,1970,11,-6.00,1.90,-13.50,3.50,-79.40,-1.50,8.10,-10.00,9.80,114.30,,,,,,30,30,
1970-12-01,1970,12,-11.70,-2.30,-13.50,0.60,-230.00,-5.60,5.90,-7.00,6.80,-24.30,,,,,,31,31,
1971-01-01,1971,1,-14.50,-5.00,-17.40,-2.70,-316.90,-9.40,0.40,-10.40,4.30,-123.80,,,,,,31,31,
1971-02-01,1971,2,-14.10,-4.20,-14.80,-0.70,-258.20,-9.60,4.30,-11.40,5.40,-73.90,,,,,,28,28,
1971-03-01,1971,3,-14.00,0.70,-15.30,4.60,-224.90,-6.90,9.50,-9.30,13.50,22.10,,,,,,31,31,
1971-04-01,1971,4,-5.20,2.90,-7.20,5.00,-0.50,2.90,12.10,-0.30,15.60,222.90,,,,,,30,30,
1971-05-01,1971,5,-0.30,7.60,-2.30,9.20,129.00,6.60,15.50,4.10,16.90,352.00,0.00,310.00,0,610,2395,31,31,31
1971-06-01,1971,6,6.70,12.30,5.50,14.20,295.10,12.70,16.90,11.50,18.80,452.30,0.00,240.00,0,425,2345,30,30,30
1971-07-01,1971,7,13.00,14.90,11.20,16.00,432.10,15.10,21.70,14.50,22.00,566.30,0.00,265.00,0,590,2630,31,31,31
1971-08-01,1971,8,11.10,14.50,7.40,15.00,389.20,15.30,18.50,13.20,21.40,518.90,0.00,615.00,0,2975,9385,31,31,31
1971-09-01,1971,9,6.40,13.00,2.00,13.80,293.80,11.80,16.40,8.70,19.20,428.30,0.00,280.00,0,1230,3200,30,30,30
1971-10-01,1971,10,-1.70,6.30,-3.90,8.40,71.50,4.60,11.50,0.40,13.00,260.40,0.00,210.00,0,475,2005,31,31,31
1971-11-01,1971,11,-5.30,2.80,-11.70,5.90,-48.20,0.90,9.00,-7.00,11.60,146.30,,,,,,30,30,
1971-12-01,1971,12,-11.30,-1.50,-11.50,1.90,-199.70,-5.50,5.20,-8.30,7.50,20.20,,,,,,31,31,
