PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1973-01-01,1973,1,,,,,,-4.00,8.00,-6.00,11.00,51.00,,,,,,,22,
1973-02-01,1973,2,,,,,,-3.00,5.00,-4.00,7.00,19.00,,,,,,,21,
1973-03-01,1973,3,,,,,,2.00,14.00,1.00,17.00,173.00,,,,,,,23,
1973-04-01,1973,4,,,,,,8.00,14.00,3.00,16.00,301.00,,,,,,,27,
1973-05-01,1973,5,-4.00,1.00,-5.00,4.00,-49.00,9.00,17.00,8.00,20.00,321.00,,,,,,28,25,
1973-06-01,1973,6,1.00,5.00,0.00,6.00,72.00,11.00,18.00,10.00,19.00,366.00,0.00,140.00,0,231,1144,24,25,23
1973-07-01,1973,7,-1.00,8.00,-1.00,9.00,85.00,16.00,22.00,16.00,25.00,483.00,,,,,,25,25,
1973-08-01,1973,8,2.00,8.00,2.00,8.00,127.00,14.00,20.00,12.00,21.00,408.00,,,,,,23,24,
1973-09-01,1973,9,-2.00,6.00,-3.00,7.00,52.00,13.00,19.00,11.00,20.00,394.00,,,,,,25,25,
1973-10-01,1973,10,-9.00,3.00,-11.00,5.00,-64.00,,,,,,,,,,,24,,
1973-11-01,1973,11,-17.00,-10.00,-17.00,-6.00,-332.00,-1.00,7.00,-2.00,8.00,60.00,,,,,,25,23,
1973-12-01,1973,12,-28.00,-14.00,-29.00,-8.00,-504.00,-12.00,3.00,-13.00,7.00,-89.00,,,,,,23,23,
1974-01-01,1974,1,-23.00,-12.00,-26.00,-11.00,-415.00,-5.00,1.00,-9.00,2.00,-57.00,,,,,,22,22,
1974-02-01,1974,2,-18.00,-9.00,-21.00,-8.00,-293.00,-1.00,9.00,-2.00,11.00,84.00,,,,,,22,21,
1974-03-01,1974,3,-13.00,-5.00,-17.00,-3.00,-214.00,0.00,10.00,-3.00,12.00,150.00,,,,,,23,27,
1974-04-01,1974,4,-10.00,1.00,-12.00,1.00,-118.00,6.00,17.00,5.00,20.00,244.00,,,,,,23,21,
1974-05-01,1974,5,-4.00,5.00,-6.00,7.00,15.00,10.00,15.00,9.00,18.00,320.00,,,,,,25,25,
1974-06-01,1974,6,3.00,7.00,2.00,9.00,125.00,12.00,19.00,10.00,20.00,420.00,0.00,99.00,0,211,1363,27,27,29
1974-07-01,1974,7,3.00,8.00,1.00,8.00,152.00,13.00,19.00,7.00,20.00,421.00,,,,,,27,26,
1974-08-01,1974,8,3.00,8.00,2.00,8.00,137.00,15.00,21.00,13.00,21.00,425.00,,,,,,25,25,
