MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-5.4624999999999995,9.862499999999999,-20.1,16.6,65.01176470588234
2,-4.441071428571427,10.767857142857142,-18.3,19.8,53.243137254901974
3,-2.4285714285714284,14.762500000000005,-13.700000000000001,24.8,56.525490196078444
4,-0.3963636363636363,19.301818181818177,-7.4,28.400000000000002,41.036
5,3.5254545454545445,24.01818181818183,-1.7000000000000002,33.5,58.80400000000002
6,7.0218181818181815,26.54545454545454,0.9,36.300000000000004,65.57450980392156
7,9.303636363636363,28.29454545454546,3.8000000000000003,40.1,68.6921568627451
8,8.925454545454548,27.898181818181826,3.5,36.6,63.81176470588236
9,5.881818181818181,23.65818181818182,-0.9,33.5,62.18431372549021
10,2.169090909090909,18.81272727272727,-6.2,27.5,61.8450980392157
11,-1.2854545454545454,13.496363636363634,-9.8,20.0,64.5
12,-4.156363636363637,10.67272727272727,-18.8,16.5,71.57254901960785
