PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-03-01,1970,3,3.90,11.10,2.80,12.20,205.00,20.00,30.60,15.00,39.40,776.50,0.00,0.00,0,145,224,31,31,31
1970-04-01,1970,4,3.90,10.60,3.30,11.70,217.30,21.70,32.80,20.60,33.90,837.30,0.00,0.00,0,0,0,30,30,30
1970-05-01,1970,5,10.00,18.30,5.00,21.10,442.80,30.60,40.00,28.90,43.30,1120.60,0.00,0.00,0,0,0,31,31,31
1970-06-01,1970,6,15.00,23.90,14.40,26.70,563.40,35.00,42.80,33.90,45.00,1187.60,0.00,0.00,0,109,218,30,30,30
1970-07-01,1970,7,22.80,26.70,20.60,27.80,764.10,37.80,42.80,28.90,43.90,1245.30,0.00,43.00,0,533,1077,31,31,31
1970-08-01,1970,8,22.80,25.60,20.60,27.80,745.90,35.60,41.10,32.80,42.20,1180.90,0.00,193.00,0,569,2095,31,31,31
1970-09-01,1970,9,14.40,22.80,12.20,25.60,573.10,28.90,37.80,27.80,42.80,1032.80,0.00,58.00,0,549,947,30,30,30
1970-10-01,1970,10,5.00,15.00,0.00,16.10,316.90,26.70,33.30,23.90,33.90,950.90,0.00,0.00,0,0,0,31,31,31
1970-11-01,1970,11,3.30,9.40,0.60,10.60,169.80,25.00,30.60,21.70,31.70,811.30,0.00,0.00,0,0,0,30,30,30
1970-12-01,1970,12,0.00,5.00,-0.60,8.90,86.70,16.70,25.00,15.60,26.70,636.80,0.00,0.00,0,8,8,31,31,31
1971-01-01,1971,1,-6.10,7.80,-9.40,10.00,19.20,15.00,30.00,8.90,32.80,691.10,0.00,0.00,0,0,0,31,31,31
1971-02-01,1971,2,0.00,5.00,-3.30,5.60,61.80,18.90,30.60,17.80,31.70,663.40,0.00,0.00,0,28,46,28,28,28
1971-03-01,1971,3,0.00,10.60,-2.20,12.80,169.90,23.90,32.80,15.60,37.80,905.40,0.00,0.00,0,0,0,31,31,31
1971-04-01,1971,4,3.90,11.70,3.90,12.20,227.10,25.60,35.00,21.70,35.60,898.80,0.00,0.00,0,99,117,30,30,30
1971-05-01,1971,5,7.20,13.90,6.70,15.60,322.00,27.80,36.70,25.60,37.80,1012.10,0.00,0.00,0,0,0,31,31,31
1971-06-01,1971,6,10.60,23.90,7.80,26.70,520.70,33.90,42.80,28.90,45.00,1161.30,0.00,0.00,0,0,0,30,30,30
1971-07-01,1971,7,21.70,26.10,17.80,27.20,741.50,37.20,43.30,35.00,45.00,1247.10,0.00,168.00,0,1013,2009,31,31,31
1971-08-01,1971,8,20.60,23.90,20.00,25.00,691.50,30.00,40.00,30.00,40.60,1109.70,0.00,264.00,0,620,2122,31,31,31
1971-09-01,1971,9,12.80,23.30,11.70,23.90,579.40,32.80,40.60,31.70,40.60,1105.80,0.00,33.00,0,409,536,30,30,30
1971-10-01,1971,10,5.00,15.00,0.00,16.70,336.60,20.00,31.70,17.80,32.80,845.20,0.00,13.00,0,318,631,31,31,31
1971-11-01,1971,11,2.20,7.80,0.60,8.90,145.40,17.80,30.00,15.60,31.70,729.10,0.00,0.00,0,109,132,30,30,30
1971-12-01,1971,12,-2.80,6.70,-3.30,10.00,60.20,12.80,23.90,8.90,28.90,557.70,0.00,0.00,0,13,13,31,31,31
1972-01-01,1972,1,-3.30,1.70,-4.40,3.30,7.20,18.90,23.90,7.80,25.60,654.40,0.00,0.00,0,0,0,31,31,31
1972-02-01,1972,2,0.60,5.60,0.00,7.80,91.00,20.60,30.00,18.30,33.30,752.80,0.00,0.00,0,0,0,29,29,29
1972-03-01,1972,3,2.80,12.80,0.60,13.30,273.80,25.00,35.00,23.90,35.00,966.40,0.00,0.00,0,0,0,31,31,31
1972-04-01,1972,4,5.00,10.00,1.70,15.00,251.70,26.10,35.60,22.80,36.70,964.90,0.00,0.00,0,0,0,30,30,30
1972-05-01,1972,5,8.30,16.10,7.80,18.90,359.00,30.00,37.80,27.80,38.30,1062.90,0.00,0.00,0,53,83,31,31,31
1972-06-01,1972,6,15.60,22.80,15.00,23.90,575.80,35.00,42.20,32.80,43.90,1164.60,0.00,0.00,0,145,183,30,30,30
1972-07-01,1972,7,18.90,25.00,15.00,25.60,694.80,37.80,43.90,32.80,45.00,1262.70,0.00,74.00,0,968,1864,31,31,31
