MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-0.32321428571428584,12.532692307692312,-12.3,21.200000000000003,31.969642857142848
2,1.2910714285714282,15.055555555555554,-6.5,27.200000000000003,37.12321428571429
3,4.3446428571428575,21.890740740740746,-1.1,33.1,70.64642857142857
4,9.644642857142857,28.590566037735844,1.1,37.0,132.97857142857146
5,14.255357142857145,31.323076923076936,9.200000000000001,37.2,187.6214285714286
6,17.919642857142858,33.622641509433954,13.600000000000001,38.6,219.14464285714286
7,21.23214285714286,35.30566037735848,15.700000000000001,40.300000000000004,249.72857142857146
8,20.710714285714293,36.20384615384616,16.1,41.0,152.9696428571429
9,16.316363636363636,32.84901960784314,11.600000000000001,40.2,155.01454545454547
10,11.06727272727273,26.80961538461539,5.2,34.7,114.23272727272726
11,5.6490909090909085,20.456603773584906,-0.30000000000000004,27.400000000000002,64.36909090909091
12,1.0145454545454544,13.855769230769237,-4.7,19.900000000000002,28.261818181818178
