MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-11.105660377358491,7.770833333333333,-22.700000000000003,16.6,25.382352941176467
2,-8.766037735849059,11.297777777777776,-17.0,21.1,28.451020408163266
3,-3.6735849056603773,17.29782608695652,-12.8,26.1,42.234693877551024
4,2.0509433962264154,24.254166666666674,-2.7,30.1,63.385416666666636
5,8.054716981132078,28.200000000000006,0.5,33.300000000000004,82.13958333333332
6,14.599999999999994,30.854,8.1,35.7,128.29999999999998
7,19.409433962264153,32.572340425531934,7.800000000000001,37.7,287.7816326530613
8,19.3188679245283,33.09148936170213,4.6000000000000005,37.9,248.438775510204
9,12.36153846153846,29.325531914893617,1.3,33.2,150.5875
10,4.138461538461538,24.35106382978723,-3.6,29.0,46.431249999999984
11,-2.755769230769231,18.650000000000002,-12.3,25.5,44.77916666666666
12,-9.201923076923077,11.00227272727273,-18.0,18.0,26.63958333333333
