MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-8.423214285714286,9.575000000000003,-17.0,20.700000000000003,5.485454545454545
2,-6.0267857142857135,14.201785714285716,-13.8,28.8,9.608928571428573
3,-0.6821428571428573,21.126785714285717,-9.0,32.2,14.537500000000003
4,5.628571428571429,27.330357142857146,-1.4000000000000001,37.0,29.435714285714287
5,11.494642857142859,32.32142857142857,5.800000000000001,42.0,43.54999999999999
6,17.28392857142857,36.328571428571436,10.5,43.2,59.89821428571428
7,20.38571428571429,35.341071428571425,15.8,41.800000000000004,178.12321428571434
8,18.79107142857143,33.575,11.600000000000001,39.5,122.29464285714288
9,12.912727272727274,30.787272727272736,5.7,39.300000000000004,59.37454545454547
10,5.641818181818181,26.22909090909091,-1.4000000000000001,34.6,33.670909090909085
11,-1.9763636363636368,19.254545454545458,-11.4,29.3,17.00545454545455
12,-6.885454545454545,11.818181818181815,-17.3,27.1,6.266037735849057
