PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1984-02-01,1984,2,21.60,21.60,21.60,21.60,21.60,,,,,,,,,,,1,,
1984-03-01,1984,3,23.20,23.20,23.20,23.20,23.20,,,,,,,,,,,1,,
1984-04-01,1984,4,22.80,22.80,22.80,22.80,22.80,,,,,,,,,,,1,,
1984-06-01,1984,6,21.30,21.80,21.30,21.80,43.10,,,,,,,,,,,2,,
1985-01-01,1985,1,22.60,22.60,22.60,22.60,22.60,,,,,,,,,,,1,,
1985-02-01,1985,2,21.80,22.60,21.80,22.60,44.40,,,,,,,,,,,2,,
1985-08-01,1985,8,20.30,21.20,20.30,21.20,41.50,,,,,,,,,,,2,,
1985-11-01,1985,11,22.20,22.20,22.20,22.20,22.20,,,,,,,,,,,1,,
1985-12-01,1985,12,22.00,23.40,22.00,23.40,91.60,,,,,,,,,,,4,,
1986-02-01,1986,2,23.00,23.00,23.00,23.00,23.00,,,,,,,,,,,1,,
1986-06-01,1986,6,21.60,23.20,21.60,23.20,44.80,,,,,,,,,,,2,,
1986-07-01,1986,7,21.20,23.00,21.20,23.00,110.80,,,,,,,,,,,5,,
1986-08-01,1986,8,21.00,23.00,20.40,23.00,154.80,,,,,,,,,,,7,,
1986-09-01,1986,9,22.60,24.00,19.80,24.00,135.40,,,,,,,,,,,6,,
1986-10-01,1986,10,20.80,24.00,20.20,24.00,181.20,,,,,,,,,,,8,,
1986-12-01,1986,12,21.40,22.00,21.40,22.00,43.40,,,,,,,,,,,2,,
1987-01-01,1987,1,21.60,21.60,21.60,21.60,21.60,,,,,,,,,,,1,,
1987-07-01,1987,7,21.20,22.40,21.20,22.40,66.00,,,,,,,,,,,3,,
1987-08-01,1987,8,21.80,22.20,21.80,22.20,44.00,,,,,,,,,,,2,,
1987-09-01,1987,9,21.40,22.60,21.40,22.60,110.00,,,,,,,,,,,5,,
1987-10-01,1987,10,21.40,23.40,21.40,23.80,181.60,,,,,,,,,,,8,,
1987-11-01,1987,11,22.00,23.20,22.00,23.20,91.40,,,,,,,,,,,4,,
1987-12-01,1987,12,22.20,23.40,21.80,23.60,206.80,,,,,,,,,,,9,,
1988-01-01,1988,1,22.00,23.00,21.80,24.00,180.60,,,,,,,,,,,8,,
1988-02-01,1988,2,21.60,23.00,21.60,23.00,66.40,,,,,,,,,,,3,,
1988-03-01,1988,3,22.00,25.20,21.80,25.20,140.00,,,,,,,,,,,6,,
1988-04-01,1988,4,22.20,25.20,22.00,25.40,279.20,,,,,,,,,,,12,,
1988-05-01,1988,5,22.80,24.60,22.60,24.60,141.80,,,,,,,,,,,6,,
1988-06-01,1988,6,20.80,23.40,20.40,24.20,289.10,,,,,,,,,,,13,,
1988-07-01,1988,7,20.80,23.00,20.20,23.20,239.60,,,,,,,,,,,11,,
1988-08-01,1988,8,21.20,23.00,21.00,23.20,261.20,,,,,,,,,,,12,,
1988-09-01,1988,9,21.60,23.00,20.00,23.20,177.00,,,,,,,,,,,8,,
1988-10-01,1988,10,21.00,23.40,21.00,23.40,110.20,,,,,,,,,,,5,,
1988-11-01,1988,11,21.00,23.20,20.80,23.60,199.70,,,,,,,,,,,9,,
1988-12-01,1988,12,20.80,23.00,20.20,23.00,241.80,,,,,,,,,,,11,,
1989-01-01,1989,1,20.20,23.00,20.00,23.20,194.90,,,,,,,,,,,9,,
1989-02-01,1989,2,21.40,22.30,21.20,22.40,173.90,,,,,,,,,,,8,,
1989-03-01,1989,3,20.40,24.80,20.40,24.80,109.50,,,,,,,,,,,5,,
1989-04-01,1989,4,21.00,23.30,21.00,23.30,44.30,,,,,,,,,,,2,,
1989-05-01,1989,5,21.90,23.40,21.90,23.40,89.70,,,,,,,,,,,4,,
1989-06-01,1989,6,21.20,23.50,21.20,23.50,111.80,,,,,,,,,,,5,,
1989-07-01,1989,7,19.80,21.50,19.80,21.50,102.80,,,,,,,,,,,5,,
1989-08-01,1989,8,22.60,23.10,22.60,23.10,68.70,,,,,,,,,,,3,,
1989-09-01,1989,9,21.40,22.40,20.60,22.80,153.80,,,,,,,,,,,7,,
1989-10-01,1989,10,22.50,24.40,22.10,24.40,139.50,,,,,,,,,,,6,,
1989-11-01,1989,11,21.40,24.00,21.40,24.00,45.40,,,,,,,,,,,2,,
1989-12-01,1989,12,22.60,22.80,22.60,22.80,45.40,,,,,,,,,,,2,,
1990-01-01,1990,1,21.00,22.10,21.00,22.10,43.10,,,,,,,,,,,2,,
1990-02-01,1990,2,21.70,23.00,21.70,23.00,67.20,,,,,,,,,,,3,,
1990-03-01,1990,3,20.80,24.00,20.80,24.00,109.40,,,,,,,,,,,5,,
1990-04-01,1990,4,21.10,22.00,21.10,22.00,64.70,,,,,,,,,,,3,,
1990-05-01,1990,5,25.20,25.20,25.20,25.20,25.20,,,,,,,,,,,1,,
1990-07-01,1990,7,20.20,21.80,20.20,21.80,42.00,,,,,,,,,,,2,,
1990-08-01,1990,8,19.20,22.20,19.20,22.20,107.30,,,,,,,,,,,5,,
1990-09-01,1990,9,20.60,20.60,20.60,20.60,20.60,,,,,,,,,,,1,,
1991-01-01,1991,1,22.40,22.40,22.40,22.40,22.40,,,,,,,,,,,1,,
1992-09-01,1992,9,19.60,22.60,19.60,22.60,107.40,31.20,33.80,30.00,34.20,228.60,,,,,,5,7,
1992-10-01,1992,10,20.80,22.80,19.40,23.60,215.20,31.40,34.30,31.20,34.60,361.00,,,,,,10,11,
1992-11-01,1992,11,19.70,23.20,18.70,23.50,363.70,33.30,36.00,30.80,36.10,588.00,,,,,,17,17,
1992-12-01,1992,12,20.80,21.80,19.80,22.50,298.10,32.10,36.00,31.50,36.80,373.80,,,,,,14,11,
1993-01-01,1993,1,20.00,22.40,19.60,24.80,232.90,32.40,35.20,32.10,35.40,437.70,,,,,,11,13,
1993-02-01,1993,2,19.00,21.80,13.80,22.30,237.90,32.20,34.20,30.40,35.60,462.10,,,,,,12,14,
1993-03-01,1993,3,20.60,21.40,19.80,21.70,145.90,31.90,35.60,29.40,35.60,201.10,,,,,,7,6,
1993-04-01,1993,4,19.80,21.80,19.50,22.30,206.80,31.20,32.60,31.00,34.20,225.40,,,,,,10,7,
1993-05-01,1993,5,19.70,22.80,18.20,23.20,249.90,30.30,32.40,30.30,32.60,283.90,,,,,,12,9,
1993-06-01,1993,6,19.40,20.70,18.60,20.70,119.30,29.70,32.50,29.70,32.90,249.00,,,,,,6,8,
1993-07-01,1993,7,20.00,20.60,19.70,20.60,120.80,29.50,30.60,26.40,30.80,237.80,,,,,,6,8,
