MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,2.660714285714285,16.59821428571428,-3.5,25.1,65.52142857142856
2,2.6339285714285725,16.610714285714284,-2.2,25.6,73.27857142857142
3,3.9339285714285723,18.21964285714285,-3.4000000000000004,27.1,69.63214285714288
4,6.110909090909092,20.312727272727283,0.8,26.3,70.17272727272726
5,9.674545454545456,24.72727272727272,3.1,32.6,52.03272727272728
6,13.62,28.669090909090908,8.9,35.7,35.54363636363636
7,16.978181818181817,31.054545454545437,12.0,36.7,14.87272727272727
8,17.45272727272727,31.46181818181818,13.5,38.300000000000004,27.27818181818181
9,14.11454545454546,28.216363636363635,7.6000000000000005,34.300000000000004,64.87636363636364
10,10.22,24.529090909090915,2.8000000000000003,29.700000000000003,116.90727272727274
11,6.063636363636364,20.527272727272724,0.30000000000000004,27.400000000000002,111.63636363636363
12,3.283636363636364,17.656363636363633,-3.3000000000000003,23.900000000000002,85.47636363636363
