MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-2.342307692307693,13.069230769230767,-6.800000000000001,19.3,67.45384615384616
2,-2.2905660377358488,14.903773584905657,-8.1,23.700000000000003,76.09433962264151
3,-0.13584905660377355,19.08867924528302,-4.2,25.900000000000002,106.72452830188676
4,4.083018867924528,24.6056603773585,-2.4000000000000004,30.3,124.28490566037733
5,9.632692307692308,28.521568627450975,3.1,34.2,145.8865384615385
6,15.109615384615381,30.353846153846156,7.800000000000001,35.7,272.8884615384616
7,20.83703703703704,33.777358490566044,14.200000000000001,37.1,303.2999999999999
8,21.7875,34.37818181818182,15.3,38.300000000000004,187.40370370370368
9,15.924528301886792,31.200000000000003,7.1000000000000005,35.4,172.47735849056605
10,8.58301886792453,26.653846153846153,1.3,32.9,86.26923076923077
11,2.7288461538461535,21.65,-2.3000000000000003,28.1,78.22499999999998
12,-0.9923076923076926,15.69230769230769,-4.5,25.3,58.47884615384615
