PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,3.50,10.00,3.00,13.50,224.50,17.00,21.00,12.50,27.00,586.50,0.00,0.00,0,47,55,31,31,31
1970-02-01,1970,2,6.50,13.00,6.00,14.00,265.50,19.00,25.00,17.50,26.50,608.50,0.00,0.00,0,225,405,28,28,28
1970-03-01,1970,3,7.00,12.00,7.00,14.00,299.00,17.00,23.00,16.00,24.00,608.00,0.00,27.00,0,265,527,31,31,31
1970-04-01,1970,4,5.50,11.50,5.50,15.00,261.50,17.50,23.50,17.00,28.00,616.00,0.00,10.00,0,26,59,30,30,30
1970-05-01,1970,5,10.00,15.00,7.50,15.00,401.00,19.50,25.50,17.50,34.00,692.00,0.00,0.00,0,0,0,31,31,31
1970-06-01,1970,6,14.00,16.00,10.00,17.00,448.00,20.00,25.00,18.50,26.00,661.00,0.00,0.00,0,14,14,30,30,30
1970-07-01,1970,7,17.00,18.50,14.50,19.50,544.50,23.50,28.00,23.00,28.00,785.00,0.00,0.00,0,0,0,31,31,31
1970-08-01,1970,8,17.30,20.50,15.00,21.00,589.70,25.00,28.00,24.00,30.00,829.00,0.00,0.00,0,3,3,31,31,31
1970-09-01,1970,9,12.00,18.00,10.50,25.00,461.50,23.00,33.00,22.50,40.00,804.00,0.00,0.00,0,0,0,30,30,30
1970-10-01,1970,10,9.00,17.00,6.50,18.50,413.50,22.00,26.50,21.00,29.50,741.50,0.00,0.00,0,15,16,31,31,31
1970-11-01,1970,11,7.00,12.50,6.50,14.50,294.00,19.00,28.00,18.00,30.00,657.00,0.00,0.00,0,203,276,30,30,30
1970-12-01,1970,12,5.50,10.00,4.50,12.00,239.50,16.00,21.00,13.50,25.50,573.00,0.00,38.00,0,190,448,31,31,31
1971-01-01,1971,1,3.00,11.50,2.00,13.00,216.50,15.00,27.00,11.00,30.50,596.50,0.00,2.00,0,22,54,31,31,31
1971-03-01,1971,3,6.00,11.00,4.50,13.50,256.00,17.00,22.50,16.50,27.00,609.00,0.00,0.00,0,55,55,31,31,31
1971-04-01,1971,4,7.00,11.50,-6.00,13.50,274.50,17.00,24.00,16.00,35.50,612.00,0.00,10.00,0,89,170,30,30,30
1971-05-01,1971,5,10.00,14.00,9.00,14.50,378.00,19.00,22.50,16.50,28.50,641.00,0.00,3.00,0,103,200,31,31,31
1971-06-01,1971,6,12.50,16.00,9.00,17.50,435.50,20.00,24.50,19.00,27.00,676.50,0.00,0.00,0,0,0,30,30,30
1971-07-01,1971,7,15.50,19.00,15.00,20.00,542.00,23.00,28.00,22.00,29.00,782.50,0.00,0.00,0,0,0,31,31,31
1971-08-01,1971,8,19.50,22.50,16.50,25.00,643.50,26.00,30.50,24.00,32.50,875.00,0.00,0.00,0,55,77,31,31,31
1971-09-01,1971,9,13.00,20.50,11.00,21.00,517.50,23.00,30.00,21.00,35.00,786.50,0.00,0.00,0,38,41,30,30,30
1971-10-01,1971,10,7.50,16.50,5.00,21.00,380.50,20.00,37.00,18.00,40.00,791.00,0.00,15.00,0,40,116,31,31,31
1971-11-01,1971,11,6.00,11.00,5.50,12.00,253.50,17.00,22.00,14.00,26.00,589.50,0.00,0.00,0,60,65,30,30,30
1971-12-01,1971,12,4.00,11.00,3.00,14.00,222.00,14.00,18.00,13.00,21.00,495.50,0.00,82.00,0,150,540,31,31,31
1972-01-01,1972,1,3.00,6.50,2.00,8.00,144.50,14.00,19.50,12.50,24.00,514.00,0.00,0.00,0,0,0,31,31,31
1972-02-01,1972,2,5.00,9.00,3.50,9.00,200.00,15.00,23.00,14.00,26.50,535.00,0.00,0.00,0,18,20,29,29,29
1972-03-01,1972,3,7.00,11.50,5.00,12.00,293.50,16.00,21.50,16.00,26.50,560.50,0.00,0.00,0,0,0,31,31,31
1972-04-01,1972,4,7.00,12.00,5.00,12.50,286.00,18.00,21.50,16.00,24.50,593.50,0.00,0.00,0,12,21,30,30,30
1972-05-01,1972,5,9.50,14.00,9.00,15.00,384.00,18.00,23.00,17.50,27.50,627.00,0.00,0.00,0,24,35,31,31,31
1972-06-01,1972,6,14.00,16.00,11.00,17.00,453.00,20.00,24.00,18.00,27.00,649.50,0.00,9.00,0,45,110,30,30,30
1972-07-01,1972,7,14.00,19.50,12.00,21.00,526.50,23.50,29.00,21.00,32.00,787.50,0.00,0.00,0,0,0,31,31,31
1972-08-01,1972,8,16.00,20.00,12.00,21.50,551.00,23.00,30.00,22.00,34.00,815.00,0.00,0.00,0,0,0,31,31,31
1972-09-01,1972,9,12.50,19.00,10.00,20.50,473.00,22.50,27.50,20.50,30.00,734.00,0.00,0.00,0,70,72,30,30,30
1972-10-01,1972,10,11.00,16.00,8.00,18.00,412.50,20.00,26.50,18.50,30.00,713.50,0.00,15.00,0,198,411,31,31,31
1972-11-01,1972,11,7.00,12.00,6.00,13.50,274.00,18.00,23.00,17.00,27.50,612.50,0.00,40.00,0,155,460,30,30,30
1972-12-01,1972,12,4.50,10.00,2.50,13.00,231.00,14.00,24.00,12.00,26.00,570.50,0.00,10.00,0,150,307,31,31,31
1973-01-01,1973,1,3.50,8.50,3.50,11.50,186.50,14.50,20.00,12.00,23.00,530.00,0.00,67.00,0,149,532,31,31,31
1973-02-01,1973,2,7.00,11.00,5.50,12.00,242.00,16.50,20.50,16.00,22.00,516.50,0.00,43.00,0,252,630,28,28,28
1973-03-01,1973,3,5.50,10.00,1.00,10.50,244.00,15.00,18.00,14.00,20.00,513.00,0.00,110.00,0,215,1183,31,31,31
1973-04-01,1973,4,7.00,12.50,6.00,14.50,292.00,17.00,24.50,15.50,29.00,584.50,0.00,3.00,0,51,77,30,30,30
1973-05-01,1973,5,10.00,14.00,9.00,15.00,388.50,17.00,22.00,15.50,23.50,593.00,0.00,0.00,0,20,34,31,31,31
1973-06-01,1973,6,13.00,16.00,11.50,17.00,434.50,20.00,26.00,18.00,32.50,664.50,0.00,0.00,0,0,0,30,30,30
1973-07-01,1973,7,14.50,16.50,13.00,18.00,484.00,21.00,24.00,18.00,25.00,698.00,0.00,0.00,0,0,0,31,31,31
1973-08-01,1973,8,15.00,18.00,14.00,19.00,505.50,21.50,26.00,20.50,28.50,731.00,0.00,0.00,0,0,0,31,31,31
1973-09-01,1973,9,12.00,16.00,11.00,18.50,432.50,20.00,25.50,19.50,34.00,677.00,0.00,0.00,0,0,0,30,30,30
1973-10-01,1973,10,9.50,13.00,8.50,15.50,353.50,19.00,25.00,18.50,32.00,683.00,0.00,0.00,0,0,0,31,31,31
1973-11-01,1973,11,6.00,12.50,5.00,13.00,264.50,15.00,21.00,15.00,27.00,547.00,0.00,13.00,0,125,258,30,30,30
1973-12-01,1973,12,5.00,8.00,4.00,9.50,208.50,15.00,22.00,14.50,22.50,563.00,0.00,0.00,0,28,31,31,31,31
1974-01-01,1974,1,4.00,9.50,3.50,10.00,211.00,13.00,20.50,11.50,22.50,506.50,0.00,39.00,0,289,611,31,31,31
1974-02-01,1974,2,4.00,7.00,1.00,11.50,151.30,15.50,24.00,14.00,27.00,537.00,0.00,0.00,0,14,21,28,28,28
1974-03-01,1974,3,5.00,12.00,4.00,13.00,270.50,14.50,20.00,11.50,22.00,528.00,0.00,23.00,0,192,413,31,31,31
1974-04-01,1974,4,7.00,12.00,1.00,12.00,275.50,17.00,22.00,16.00,26.50,569.50,0.00,0.00,0,37,46,30,30,30
1974-05-01,1974,5,12.50,14.50,7.00,14.50,402.50,17.00,20.50,16.00,22.00,567.50,0.00,0.00,0,11,15,31,31,31
1974-06-01,1974,6,12.50,16.00,12.00,17.00,443.50,19.00,24.00,18.00,26.00,640.00,0.00,0.00,0,0,0,30,30,30
