DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
1,0.6485714285714287,8.428571428571427,-2.6,17.6,51.17777777777778,1,1
2,0.5419354838709677,8.815,-2.8000000000000003,13.700000000000001,49.333333333333336,1,2
3,0.5277777777777778,8.621951219512194,-6.0,18.0,41.372093023255815,1,3
4,0.9161290322580645,8.104545454545452,-2.5,16.0,69.36,1,4
5,0.6515151515151515,7.588636363636363,-7.0,12.4,41.29545454545455,1,5
6,0.04571428571428571,7.416279069767441,-2.8000000000000003,18.2,35.47826086956522,1,6
7,0.596875,7.94761904761905,-4.0,15.0,70.25531914893617,1,7
8,1.1833333333333333,8.631818181818183,-2.3000000000000003,17.400000000000002,59.76086956521739,1,8
9,0.19696969696969702,8.288095238095238,-5.5,16.0,53.17391304347826,1,9
10,0.29117647058823537,7.959999999999999,-3.7,15.0,65.47916666666667,1,10
11,0.28235294117647064,7.1325581395348845,-4.0,13.4,49.041666666666664,1,11
12,0.22121212121212122,7.372727272727275,-2.9000000000000004,13.600000000000001,38.82222222222222,1,12
13,-0.30967741935483867,6.975000000000002,-4.5,13.3,60.24444444444445,1,13
14,-0.1636363636363637,6.5604651162790715,-3.3000000000000003,14.0,75.68181818181819,1,14
15,0.25714285714285723,7.1000000000000005,-5.800000000000001,15.3,63.4,1,15
16,-0.5944444444444444,7.911363636363634,-4.4,15.4,55.17777777777778,1,16
17,-0.29600000000000004,7.602222222222221,-3.8000000000000003,14.600000000000001,70.02083333333333,1,17
18,0.059459459459459414,7.163636363636365,-4.4,13.600000000000001,60.204081632653065,1,18
19,-0.1461538461538462,6.864285714285713,-3.0,15.5,56.276595744680854,1,19
20,0.026470588235294103,7.769047619047621,-3.0,18.6,52.523809523809526,1,20
21,-0.33225806451612916,6.934883720930232,-4.800000000000001,11.4,69.22222222222223,1,21
22,0.01891891891891878,6.983720930232557,-6.0,16.8,58.916666666666664,1,22
23,-0.19310344827586207,7.331111111111112,-3.9000000000000004,15.4,65.16666666666667,1,23
24,0.2161290322580645,6.11860465116279,-3.5,16.0,76.24,1,24
25,-1.1393939393939396,6.269047619047619,-5.4,13.0,55.875,1,25
26,-0.9657142857142861,6.619047619047616,-5.800000000000001,16.0,58.58695652173913,1,26
27,-0.9379310344827586,7.209302325581396,-5.0,15.0,60.04347826086956,1,27
28,-0.42187500000000006,7.111627906976743,-3.9000000000000004,15.100000000000001,48.369565217391305,1,28
29,-0.6454545454545454,7.147619047619046,-3.6,15.700000000000001,50.608695652173914,1,29
30,-0.29722222222222217,6.873809523809525,-4.9,15.5,64.36734693877551,1,30
31,-0.6066666666666667,6.753488372093023,-6.4,13.3,60.59574468085106,1,31
32,-0.6633333333333333,6.729545454545454,-2.5,14.0,79.47916666666667,2,1
33,-0.29310344827586204,6.240909090909093,-6.0,14.4,71.47826086956522,2,2
34,-1.02,6.266666666666668,-4.4,13.3,49.55555555555556,2,3
35,-1.1514285714285715,7.347727272727272,-5.0,13.0,40.348837209302324,2,4
36,-0.4878787878787879,7.888372093023257,-3.4000000000000004,15.8,33.18604651162791,2,5
37,-0.5736842105263159,7.918181818181819,-5.7,18.900000000000002,48.13333333333333,2,6
38,-1.2321428571428572,7.924999999999998,-5.0,18.8,41.108695652173914,2,7
39,-1.04375,6.85813953488372,-5.6000000000000005,14.3,58.52272727272727,2,8
40,-0.35333333333333344,7.511627906976745,-4.800000000000001,18.0,52.5531914893617,2,9
41,-0.6393939393939394,7.28139534883721,-3.7,19.8,65.91111111111111,2,10
42,0.031034482758620772,7.354545454545453,-4.3,20.6,45.93023255813954,2,11
43,-0.48529411764705904,8.31111111111111,-7.2,19.6,59.72093023255814,2,12
44,0.19375,8.12142857142857,-3.3000000000000003,19.200000000000003,43.723404255319146,2,13
45,0.3258064516129032,9.004878048780489,-2.6,19.700000000000003,33.75,2,14
46,0.7303030303030305,8.275,-3.1,18.0,76.66666666666667,2,15
47,-0.6400000000000001,7.947727272727275,-9.0,17.0,74.31914893617021,2,16
48,-0.5121212121212122,6.777777777777778,-8.0,16.2,57.25,2,17
49,0.2657894736842104,7.695348837209303,-6.0,15.0,97.36363636363636,2,18
50,0.08648648648648648,8.448888888888888,-5.0,18.5,60.59574468085106,2,19
51,-0.6633333333333332,9.209756097560975,-5.1000000000000005,17.0,46.65909090909091,2,20
52,0.38064516129032255,7.98,-3.0,21.200000000000003,65.8695652173913,2,21
53,0.6000000000000001,9.627500000000003,-3.5,22.8,37.56521739130435,2,22
54,0.49666666666666687,9.37857142857143,-5.0,17.400000000000002,71.0,2,23
55,0.8375000000000001,8.764285714285714,-4.6000000000000005,22.5,52.9375,2,24
56,0.4441176470588233,8.2975,-4.3,22.5,44.08695652173913,2,25
57,-0.5999999999999998,8.813333333333334,-6.7,18.1,30.30952380952381,2,26
58,-0.16562500000000005,9.586363636363636,-6.7,20.3,46.72727272727273,2,27
59,0.23437499999999983,10.045238095238094,-7.6000000000000005,19.700000000000003,60.975,2,28
60,-0.611111111111111,9.530000000000001,-4.3,17.1,81.4,2,29
61,0.988888888888889,9.527906976744186,-5.0,18.0,74.74468085106383,3,1
62,0.7592592592592591,9.27674418604651,-3.4000000000000004,19.1,61.833333333333336,3,2
63,0.10312500000000001,9.856521739130434,-4.0,17.400000000000002,35.073170731707314,3,3
64,0.7121212121212122,11.259090909090908,-3.1,22.200000000000003,52.925,3,4
65,1.5184210526315791,11.047619047619046,-2.6,22.1,54.90909090909091,3,5
66,1.1178571428571433,11.33488372093023,-6.0,19.900000000000002,34.282051282051285,3,6
67,0.3230769230769231,10.32682926829268,-2.4000000000000004,20.6,49.212765957446805,3,7
68,1.0206896551724136,10.571428571428573,-2.4000000000000004,19.8,39.5,3,8
69,0.8972222222222226,11.599999999999998,-2.0,24.5,48.111111111111114,3,9
70,1.6307692307692307,10.958139534883722,-2.5,20.3,42.208333333333336,3,10
71,1.1514285714285715,10.700000000000001,-3.7,20.0,55.604651162790695,3,11
72,0.896969696969697,11.42,-3.6,19.700000000000003,34.18604651162791,3,12
73,1.6333333333333335,12.14390243902439,-3.0,21.3,66.275,3,13
74,1.9222222222222223,12.566666666666668,-3.3000000000000003,23.700000000000003,54.95,3,14
75,1.6448275862068964,11.997674418604653,-2.2,22.700000000000003,49.42857142857143,3,15
76,1.5882352941176467,11.515555555555554,-2.0,21.8,31.695652173913043,3,16
77,2.82,11.686046511627904,-1.8,23.900000000000002,49.59183673469388,3,17
78,2.302857142857143,12.646511627906978,-2.0,24.400000000000002,60.04761904761905,3,18
79,1.3241379310344827,12.879069767441862,-2.0,24.400000000000002,60.51219512195122,3,19
80,2.592857142857144,12.641860465116277,-3.0,23.5,42.20454545454545,3,20
81,2.7062499999999994,12.051162790697672,-1.4000000000000001,21.8,72.92682926829268,3,21
82,2.5807692307692305,12.538636363636362,-1.3,23.200000000000003,44.48888888888889,3,22
83,3.0911764705882363,12.384444444444446,-1.4000000000000001,23.0,63.275,3,23
84,2.95625,12.702173913043477,-2.0,22.8,41.52173913043478,3,24
85,2.858064516129033,12.07111111111111,-2.0,20.5,46.77272727272727,3,25
86,2.2757575757575763,13.255555555555556,-1.7000000000000002,24.0,53.575,3,26
87,2.13125,14.295238095238098,-2.8000000000000003,24.8,55.8780487804878,3,27
88,2.955882352941176,13.913953488372092,-1.9000000000000001,24.900000000000002,26.951219512195124,3,28
89,3.8323529411764707,14.452380952380949,-2.0,24.400000000000002,25.48780487804878,3,29
90,4.427586206896552,14.780952380952385,-1.5,24.0,60.45238095238095,3,30
91,4.02,14.388636363636367,-0.7000000000000001,25.200000000000003,50.829268292682926,3,31
92,3.2620689655172415,14.165853658536584,-0.7000000000000001,24.8,51.348837209302324,4,1
93,3.905882352941176,15.26744186046512,-0.30000000000000004,24.3,43.404761904761905,4,2
94,4.637037037037037,15.82727272727273,-1.8,26.0,28.975609756097562,4,3
95,4.315151515151515,15.20232558139535,-1.0,25.900000000000002,43.68292682926829,4,4
96,4.516666666666667,17.00697674418605,-1.0,24.3,40.29545454545455,4,5
97,4.603030303030303,17.457777777777782,0.0,26.5,38.97560975609756,4,6
98,5.384848484848486,16.278571428571432,0.5,24.0,59.41463414634146,4,7
99,5.121874999999999,17.130232558139532,-1.1,26.0,54.28947368421053,4,8
100,5.493548387096774,17.495454545454546,0.0,24.900000000000002,51.04651162790697,4,9
101,7.642424242424241,18.212195121951222,-0.4,27.0,45.69230769230769,4,10
102,5.883870967741937,16.646341463414632,-0.9,26.3,39.55263157894737,4,11
103,6.777142857142856,17.40930232558139,0.1,28.6,101.14285714285714,4,12
104,5.430303030303031,18.085365853658537,-0.6000000000000001,26.900000000000002,87.5813953488372,4,13
105,5.985185185185185,17.735714285714288,-0.2,27.0,52.282051282051285,4,14
106,6.736363636363635,17.861363636363635,0.9,29.0,53.65,4,15
107,7.1264705882352954,18.53111111111111,1.8,27.1,44.073170731707314,4,16
108,6.638709677419354,19.15869565217392,0.2,28.8,37.38095238095238,4,17
109,7.078125000000001,19.804444444444446,0.0,30.900000000000002,59.34146341463415,4,18
110,8.277419354838708,18.913953488372098,2.2,26.5,52.625,4,19
111,7.4,19.40652173913043,1.9000000000000001,30.900000000000002,48.214285714285715,4,20
112,8.157142857142857,19.53488372093023,1.1,30.5,43.30769230769231,4,21
113,8.228571428571428,19.970000000000002,0.0,32.6,38.926829268292686,4,22
114,8.960000000000003,20.391304347826086,2.2,28.3,31.818181818181817,4,23
115,8.892592592592594,19.58372093023256,3.0,26.1,48.54545454545455,4,24
116,7.3533333333333335,20.05909090909091,1.8,28.0,51.5,4,25
117,7.690000000000001,20.77777777777778,1.0,29.400000000000002,42.97222222222222,4,26
118,8.818181818181817,20.82857142857143,3.7,30.200000000000003,38.31578947368421,4,27
119,9.120000000000001,20.843181818181815,3.0,28.400000000000002,42.0,4,28
