MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-4.463888888888888,9.502777777777776,-18.2,14.700000000000001,74.84062500000002
2,-3.5833333333333335,10.300000000000002,-16.5,18.2,65.48437500000001
3,-1.791666666666667,14.350000000000001,-19.700000000000003,23.400000000000002,56.99696969696969
4,-0.1885714285714285,19.234285714285722,-6.7,28.700000000000003,46.3625
5,3.342857142857143,23.44,-2.7,31.200000000000003,63.106249999999996
6,6.822857142857142,25.757142857142856,0.9,34.9,69.60312499999999
7,9.008571428571427,27.414285714285715,3.5,39.0,93.27812500000002
8,8.711428571428572,27.217142857142854,4.1000000000000005,35.7,77.8875
9,5.882857142857143,22.962857142857143,0.9,31.3,70.81875000000001
10,2.3972222222222226,18.163888888888884,-7.1000000000000005,25.900000000000002,74.534375
11,-0.7333333333333334,12.775,-9.600000000000001,19.400000000000002,65.65483870967742
12,-3.586111111111111,10.000000000000002,-14.100000000000001,15.4,83.26875
