MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,5.792592592592594,29.71111111111111,-2.0,39.0,17.311111111111106
2,7.5018518518518515,32.51111111111111,-1.5,40.0,12.303703703703697
3,10.896296296296295,35.32592592592592,0.0,43.5,22.51666666666667
4,14.618867924528303,37.90188679245283,3.7,45.0,44.96415094339623
5,18.38301886792453,38.2188679245283,10.8,47.400000000000006,89.27169811320752
6,20.56666666666667,38.76296296296295,14.8,47.400000000000006,127.13148148148149
7,20.732727272727278,38.13636363636363,17.0,84.4,92.1218181818182
8,20.894545454545447,38.49090909090909,18.3,43.2,103.91090909090912
9,19.136363636363633,36.5690909090909,12.5,41.800000000000004,195.03454545454548
10,14.94181818181818,34.270909090909086,6.5,40.2,90.4109090909091
11,9.745454545454546,31.580000000000002,1.0,36.0,21.438181818181807
12,7.307407407407407,29.657407407407412,-6.0,35.5,17.98518518518518
