MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,1.35,20.684905660377357,-3.1,26.0,4.825454545454547
2,2.8803571428571426,24.018518518518515,-3.8000000000000003,29.3,4.858928571428572
3,5.8625,28.29814814814815,0.2,33.5,12.912500000000003
4,9.432142857142855,31.36603773584905,2.7,35.5,30.75
5,12.658928571428572,32.89811320754717,7.1000000000000005,39.400000000000006,87.64642857142857
6,15.1625,32.07735849056604,11.200000000000001,39.7,213.08750000000003
7,16.976785714285707,31.399999999999988,12.700000000000001,36.300000000000004,223.36964285714288
8,16.616071428571423,31.46346153846154,13.0,35.5,174.10714285714292
9,13.903636363636362,29.938461538461542,8.9,34.9,158.8018181818182
10,10.709090909090909,27.120754716981132,0.0,32.4,69.68909090909091
11,6.363636363636362,23.32962962962963,-1.8,27.8,18.9962962962963
12,2.5909090909090913,20.176923076923075,-2.8000000000000003,24.8,6.1854545454545455
