MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,-3.0,8.225,-9.3,12.0,40.625
2,-3.25,9.275,-6.0,16.1,23.675000000000004
3,-2.15,13.45,-6.0,20.0,38.775
4,-0.8999999999999999,16.575,-3.0,24.0,49.875
5,3.7600000000000002,23.160000000000004,1.0,28.200000000000003,38.339999999999996
6,6.760000000000001,28.26,2.0,34.0,35.04
7,9.9,26.166666666666668,7.0,36.2,110.46666666666665
8,10.575,29.325000000000003,6.0,37.300000000000004,29.375
9,6.2,23.03333333333333,4.0,29.0,37.43333333333334
10,0.16666666666666666,14.866666666666667,-3.0,20.0,71.53333333333332
11,-1.0,10.1,-10.0,15.0,59.67499999999999
12,-4.2,9.2,-12.0,12.0,71.925
