MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,2.2803571428571425,11.341071428571434,-8.6,14.8,86.89107142857141
2,2.5571428571428565,11.162499999999996,-6.2,18.0,64.15357142857144
3,3.7214285714285715,12.48571428571429,-0.9,20.8,57.198214285714286
4,4.965454545454546,14.412727272727269,0.1,22.0,41.79818181818181
5,7.710909090909088,16.934545454545454,1.2000000000000002,26.6,44.41090909090909
6,10.349090909090908,19.24909090909091,7.0,29.200000000000003,43.40545454545454
7,12.45090909090909,21.067272727272723,7.800000000000001,32.800000000000004,40.34181818181818
8,13.240000000000004,21.44727272727273,9.200000000000001,31.400000000000002,45.74363636363636
9,11.750909090909088,20.33636363636364,6.4,29.8,57.45454545454544
10,8.976363636363635,18.10363636363637,0.4,28.0,85.68000000000002
11,5.969090909090908,14.7,-2.2,19.6,93.3072727272727
12,3.310909090909091,12.540000000000001,-5.0,16.2,97.07818181818182
