PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,-2.80,5.00,-7.80,5.60,50.70,2.20,7.80,1.10,10.60,175.70,0.00,48.00,0,79,630,31,31,31
1970-02-01,1970,2,-2.20,2.80,-5.00,3.90,1.70,3.30,8.90,2.20,10.60,167.80,0.00,61.00,0,79,559,28,28,28
1970-03-01,1970,3,-3.30,4.40,-4.40,6.10,21.30,3.90,11.70,2.80,13.90,232.40,0.00,33.00,0,74,415,31,31,31
1970-04-01,1970,4,-0.60,10.00,-1.70,11.10,109.40,6.10,15.60,5.00,18.30,333.80,0.00,71.00,0,267,828,30,30,30
1970-05-01,1970,5,5.00,11.10,4.40,13.30,256.70,12.80,21.10,11.10,23.90,531.20,0.00,20.00,0,33,133,31,31,31
1970-06-01,1970,6,8.90,13.90,4.40,15.00,330.00,16.70,24.40,15.00,26.70,617.20,0.00,23.00,0,236,389,30,30,30
1970-07-01,1970,7,10.00,13.90,6.10,17.80,367.50,17.20,23.30,15.00,25.00,618.30,0.00,91.00,0,203,911,31,31,31
1970-08-01,1970,8,9.40,15.00,8.30,16.70,384.30,16.70,23.30,15.00,26.10,641.10,0.00,28.00,0,246,411,31,31,31
1970-09-01,1970,9,7.20,13.30,6.10,15.00,332.90,16.70,22.80,15.60,26.10,569.60,0.00,43.00,0,86,274,30,30,30
1970-10-01,1970,10,3.90,11.70,2.80,13.30,236.20,12.20,17.80,8.90,19.40,461.60,0.00,33.00,0,127,414,31,31,31
1970-11-01,1970,11,1.70,8.30,-0.60,8.90,144.40,7.20,13.90,5.60,15.60,303.90,0.00,99.00,0,229,1087,30,30,30
1970-12-01,1970,12,0.00,5.60,-1.70,6.10,79.10,3.30,10.00,1.70,11.70,218.60,0.00,41.00,0,66,493,31,31,31
1971-01-01,1971,1,-3.90,6.10,-5.00,7.80,58.50,3.90,11.10,-0.60,12.80,214.20,0.00,56.00,0,123,559,31,31,31
1971-02-01,1971,2,-1.10,4.40,-2.20,5.60,59.40,5.60,11.10,4.40,12.80,236.70,0.00,13.00,0,74,164,28,28,28
1971-03-01,1971,3,-0.60,5.60,-1.10,6.10,81.50,3.90,12.20,2.20,12.80,280.10,0.00,31.00,0,115,405,31,31,31
1971-04-01,1971,4,0.60,7.20,-0.60,9.40,123.10,7.80,15.60,7.20,16.10,326.70,0.00,37.00,0,297,515,30,30,30
1971-05-01,1971,5,1.70,11.10,0.00,12.20,211.50,12.80,20.00,11.70,22.80,508.40,0.00,42.00,0,65,357,31,31,31
1971-06-01,1971,6,6.10,11.10,5.00,13.30,270.60,12.80,19.40,12.20,24.40,482.20,0.00,82.00,0,110,602,30,30,30
1971-07-01,1971,7,8.90,15.00,7.20,15.60,386.40,19.40,25.00,17.80,28.90,672.40,0.00,8.00,0,146,293,31,31,31
1971-08-01,1971,8,10.00,14.40,8.30,15.00,381.60,17.80,22.80,15.00,23.30,618.50,0.00,115.00,0,234,999,31,31,31
1971-09-01,1971,9,6.70,12.20,6.10,15.60,297.40,16.10,21.70,13.30,22.80,584.10,0.00,42.00,0,61,256,30,30,30
1971-10-01,1971,10,3.30,11.70,1.70,13.30,242.30,12.20,19.40,10.60,21.70,492.80,0.00,64.00,0,159,490,31,31,31
1971-11-01,1971,11,-0.60,8.90,-2.20,10.60,104.50,4.40,12.80,2.80,17.80,281.20,0.00,70.00,0,215,819,30,30,30
1971-12-01,1971,12,0.00,7.20,-1.10,7.80,126.80,6.10,11.70,3.90,14.40,285.50,0.00,31.00,0,93,321,31,31,31
1972-01-01,1972,1,-1.50,4.50,-10.00,5.00,39.30,2.70,9.10,1.00,10.00,191.90,0.00,45.00,0,167,681,31,31,31
1972-02-01,1972,2,-0.40,3.00,-9.80,4.00,44.80,5.00,8.50,4.40,9.80,196.10,0.00,26.00,0,63,268,29,29,29
1972-03-01,1972,3,0.20,4.50,-0.20,5.90,67.90,6.20,15.20,5.00,17.10,324.50,0.00,60.00,0,100,626,31,31,31
1972-04-01,1972,4,3.50,6.90,2.00,9.10,154.20,9.90,14.10,8.30,17.40,369.10,0.00,38.00,0,120,451,30,30,30
1972-05-01,1972,5,5.00,9.50,2.30,11.00,229.00,11.80,17.70,10.50,19.40,472.50,0.00,27.00,0,114,409,31,31,31
1972-06-01,1972,6,6.50,11.60,6.00,13.80,270.50,14.90,19.30,14.40,19.70,512.10,0.00,44.00,0,118,497,30,30,30
1972-07-01,1972,7,9.70,13.60,6.50,14.00,356.70,16.40,21.50,15.10,22.90,589.90,0.00,27.00,0,148,403,31,31,31
1972-08-01,1972,8,8.50,14.20,7.60,15.00,360.40,16.60,23.20,16.10,24.90,617.40,0.00,19.00,0,130,229,31,31,31
1972-09-01,1972,9,5.00,12.00,4.00,13.00,267.50,13.70,18.20,12.00,21.20,466.30,0.00,6.00,0,305,375,30,30,30
1972-10-01,1972,10,3.80,10.60,1.30,11.90,220.50,12.00,16.50,8.40,18.50,438.10,0.00,5.00,0,62,114,31,31,31
1972-11-01,1972,11,-0.60,9.60,-2.50,10.50,119.50,6.00,13.60,4.00,16.00,276.20,0.00,50.00,0,217,668,30,30,30
1972-12-01,1972,12,-1.00,6.20,-2.50,8.20,81.50,4.10,11.50,1.60,13.60,238.40,0.00,51.00,0,80,423,31,31,31
1973-01-01,1973,1,0.40,6.40,-3.40,6.60,82.60,4.80,10.00,2.60,11.10,228.90,0.00,23.00,0,72,243,31,31,31
1973-02-01,1973,2,-3.00,4.90,-5.00,8.80,40.80,5.50,10.80,4.40,13.70,228.00,0.00,19.00,0,70,209,28,28,28
1973-03-01,1973,3,1.10,6.40,0.00,8.40,111.50,8.40,13.60,7.20,18.00,343.90,0.00,15.00,0,35,126,31,31,31
1973-04-01,1973,4,0.60,7.00,-3.50,8.50,112.70,8.90,13.90,6.60,17.10,335.00,0.00,60.00,0,147,590,30,30,30
1973-05-01,1973,5,2.50,11.00,1.00,12.20,229.70,12.80,18.70,10.50,22.20,475.90,0.00,44.00,0,100,557,31,31,31
1973-06-01,1973,6,7.50,13.90,5.60,16.70,332.80,17.00,23.20,15.80,25.30,613.90,0.00,9.00,0,357,609,30,30,30
1973-07-01,1973,7,8.10,15.00,5.90,17.20,375.90,17.00,23.40,15.40,24.10,617.00,0.00,61.00,0,464,1013,31,31,31
1973-08-01,1973,8,10.50,14.90,9.00,16.90,387.20,17.50,24.40,13.70,27.20,633.00,0.00,41.00,0,195,507,31,31,31
1973-09-01,1973,9,6.00,14.90,4.50,16.50,317.20,14.00,23.50,13.10,25.60,558.70,0.00,113.00,0,132,734,30,30,30
1973-10-01,1973,10,2.60,11.70,0.70,12.50,195.20,10.20,15.50,7.80,17.40,390.70,0.00,41.00,0,96,412,31,31,31
1973-11-01,1973,11,-2.50,8.10,-3.50,10.80,84.70,2.60,13.20,1.40,14.70,260.20,0.00,22.00,0,73,240,30,30,30
1973-12-01,1973,12,-2.40,5.60,-6.70,9.10,41.50,4.60,10.40,1.50,12.40,232.80,0.00,33.00,0,200,452,31,31,31
1974-01-01,1974,1,0.40,5.50,-2.30,8.80,93.10,6.50,11.30,1.70,12.70,280.90,0.00,65.00,0,107,503,31,31,31
1974-02-01,1974,2,0.50,6.00,-0.30,7.00,86.70,6.00,11.50,4.00,13.30,250.80,0.00,55.00,0,89,435,28,28,28
