MONTH,TMIN_P10,TMAX_P90,PRCP_SUM
1,23.21944444444444,32.76666666666668,10.122222222222222
2,23.277777777777782,32.90277777777778,24.12307692307693
3,23.5,32.71081081081081,23.777777777777775
4,23.705555555555556,32.64166666666667,46.98666666666667
5,23.988571428571426,32.31999999999999,25.040000000000003
6,23.613888888888894,31.650000000000002,18.123076923076926
7,23.191666666666666,31.386111111111113,26.754545454545454
8,23.13947368421052,31.943243243243238,26.06666666666667
9,23.03783783783784,32.84054054054054,7.418181818181818
10,23.689473684210533,33.04864864864865,13.293750000000001
11,23.877142857142857,32.851428571428585,23.278571428571432
12,23.430555555555557,32.75000000000001,28.30952380952381
