DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
1,5.28,8.91,-2.70,13.30,48.05,1,1
2,5.36,8.82,-2.70,12.60,23.32,1,2
3,5.12,8.86,-1.20,12.60,40.25,1,3
4,4.99,9.13,-2.20,12.70,38.80,1,4
5,5.33,8.94,-0.50,12.20,30.38,1,5
6,5.44,8.76,-2.40,12.90,26.89,1,6
7,5.09,9.01,-1.20,12.40,28.29,1,7
8,5.12,9.00,-4.50,12.60,31.57,1,8
9,5.36,8.73,-3.40,13.30,36.21,1,9
10,5.47,8.77,-2.60,12.50,30.36,1,10
11,5.44,8.76,-0.30,12.70,23.64,1,11
12,5.09,8.83,-6.10,13.10,33.32,1,12
13,5.06,8.88,-7.40,12.70,29.02,1,13
14,5.12,8.56,-6.40,12.30,24.21,1,14
15,5.02,8.60,-3.80,12.60,25.54,1,15
16,5.14,8.27,-2.70,12.20,29.41,1,16
17,5.14,8.19,-4.70,12.20,33.05,1,17
18,4.30,8.72,-4.50,13.00,28.95,1,18
19,4.52,8.70,-3.50,12.50,30.82,1,19
20,4.94,8.84,-3.60,12.80,25.18,1,20
21,4.91,9.07,-1.10,12.10,37.04,1,21
22,5.31,9.14,-0.20,12.10,38.55,1,22
23,5.20,8.76,-1.30,12.40,36.05,1,23
24,5.16,8.62,-0.50,12.90,28.95,1,24
25,4.95,8.37,0.20,12.10,31.55,1,25
26,4.75,8.44,-0.80,12.20,32.38,1,26
27,4.71,8.43,-1.00,12.50,37.77,1,27
28,4.84,8.37,-0.90,12.80,27.78,1,28
29,4.93,8.21,-0.10,11.80,32.27,1,29
30,4.96,8.41,-2.10,12.30,21.18,1,30
31,4.40,8.63,-3.00,12.40,28.22,1,31
32,4.77,8.74,-1.10,13.00,30.70,2,1
33,4.93,8.60,-1.80,13.80,18.98,2,2
34,5.07,8.92,-2.40,13.60,37.54,2,3
35,5.32,9.00,-2.10,11.70,29.91,2,4
36,5.34,9.00,0.50,12.50,27.91,2,5
37,5.18,8.65,-0.50,13.00,30.43,2,6
38,5.04,8.45,-7.20,11.90,31.86,2,7
39,4.97,8.19,-7.20,12.60,34.50,2,8
40,4.82,8.12,-3.80,11.70,31.52,2,9
41,4.21,8.16,-2.80,12.50,42.46,2,10
42,4.25,8.52,-3.30,11.80,27.52,2,11
43,4.39,8.17,-2.30,12.30,37.39,2,12
