MONTH,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM
1,22.97931034482758,33.782758620689656,17.8,37.7,14.050000000000002
2,22.922222222222224,34.30384615384616,20.0,36.6,7.925000000000001
3,23.048148148148147,34.02592592592594,21.400000000000002,38.400000000000006,8.525
4,23.042857142857137,33.642857142857146,21.200000000000003,37.800000000000004,40.925000000000004
5,22.93103448275862,32.648275862068964,15.4,35.4,54.1
6,22.82758620689655,31.160714285714278,20.0,35.2,23.6
7,22.292857142857137,30.610714285714288,19.700000000000003,35.0,5.15
8,21.71481481481482,31.251851851851846,18.400000000000002,35.5,2.0
9,22.304000000000002,32.483999999999995,20.200000000000003,37.5,48.0
10,22.52307692307693,33.78461538461538,20.1,37.1,12.950000000000001
11,22.823333333333327,34.313793103448276,20.0,36.6,90.06666666666666
12,23.073333333333334,34.27586206896551,14.700000000000001,37.9,14.0
