PERIOD_START,YEAR,MONTH,TMIN_P10,TMIN_P90,TMIN_MIN,TMIN_MAX,TMIN_SUM,TMAX_P10,TMAX_P90,TMAX_MIN,TMAX_MAX,TMAX_SUM,PRCP_P10,PRCP_P90,PRCP_MIN,PRCP_MAX,PRCP_SUM,TMIN_ENTRY_COUNT,TMAX_ENTRY_COUNT,PRCP_ENTRY_COUNT
1970-01-01,1970,1,,,,,,,,,,,0.00,39.00,0,120,522,,,31
1970-02-01,1970,2,,,,,,,,,,,0.00,92.00,0,142,1106,,,28
1970-03-01,1970,3,,,,,,,,,,,0.00,53.00,0,104,566,,,31
1970-04-01,1970,4,,,,,,,,,,,0.00,61.00,0,136,627,,,30
1970-05-01,1970,5,,,,,,,,,,,0.00,25.00,0,235,363,,,31
1970-06-01,1970,6,,,,,,,,,,,0.00,50.00,0,375,674,,,30
1970-07-01,1970,7,,,,,,,,,,,0.00,73.00,0,159,557,,,31
1970-08-01,1970,8,,,,,,,,,,,0.00,78.00,0,152,687,,,31
1970-09-01,1970,9,,,,,,,,,,,0.00,36.00,0,82,314,,,30
1970-10-01,1970,10,,,,,,,,,,,0.00,9.00,0,89,234,,,31
1970-11-01,1970,11,,,,,,,,,,,0.00,38.00,0,68,478,,,30
1970-12-01,1970,12,,,,,,,,,,,0.00,12.00,0,49,181,,,31
1971-01-01,1971,1,,,,,,,,,,,0.00,36.00,0,51,360,,,31
1971-02-01,1971,2,,,,,,,,,,,0.00,35.00,0,113,332,,,28
1971-03-01,1971,3,,,,,,,,,,,0.00,14.00,0,28,144,,,31
1971-04-01,1971,4,,,,,,,,,,,0.00,50.00,0,63,279,,,30
1971-05-01,1971,5,,,,,,,,,,,0.00,46.00,0,177,533,,,31
1971-06-01,1971,6,,,,,,,,,,,0.00,68.00,0,676,1360,,,30
1971-07-01,1971,7,,,,,,,,,,,0.00,32.00,0,105,275,,,31
1971-08-01,1971,8,,,,,,,,,,,0.00,66.00,0,192,760,,,31
1971-09-01,1971,9,,,,,,,,,,,0.00,22.00,0,117,274,,,30
1971-10-01,1971,10,,,,,,,,,,,0.00,10.00,0,72,171,,,31
1971-11-01,1971,11,,,,,,,,,,,0.00,51.00,0,163,588,,,30
1971-12-01,1971,12,,,,,,,,,,,0.00,0.00,0,14,22,,,31
1972-01-01,1972,1,,,,,,,,,,,0.00,62.00,0,107,592,,,31
1972-02-01,1972,2,,,,,,,,,,,0.00,31.00,0,105,416,,,29
1972-03-01,1972,3,,,,,,,,,,,0.00,40.00,0,68,279,,,31
1972-04-01,1972,4,,,,,,,,,,,0.00,49.00,0,195,554,,,30
1972-05-01,1972,5,,,,,,,,,,,0.00,41.00,0,69,470,,,31
1972-06-01,1972,6,,,,,,,,,,,0.00,59.00,0,140,586,,,30
1972-07-01,1972,7,,,,,,,,,,,0.00,59.00,0,524,1037,,,31
1972-08-01,1972,8,,,,,,,,,,,0.00,14.00,0,80,233,,,31
1972-09-01,1972,9,,,,,,,,,,,0.00,33.00,0,335,633,,,30
1972-10-01,1972,10,,,,,,,,,,,0.00,9.00,0,20,73,,,31
1972-11-01,1972,11,,,,,,,,,,,0.00,123.00,0,204,1022,,,30
1972-12-01,1972,12,,,,,,,,,,,0.00,29.00,0,103,260,,,31
1973-01-01,1973,1,,,,,,,,,,,0.00,18.00,0,74,200,,,31
1973-02-01,1973,2,,,,,,,,,,,0.00,33.00,0,111,456,,,28
1973-03-01,1973,3,,,,,,,,,,,0.00,4.00,0,48,82,,,31
1973-04-01,1973,4,,,,,,,,,,,0.00,35.00,0,190,711,,,30
