DAY,TMIN_P10,TMAX_P90,TMIN_MIN,TMAX_MAX,PRCP_SUM,MONTH,DAY_OF_MONTH
1,15.44,21.64,11.30,26.40,49.72,1,1
2,16.06,21.51,11.60,26.70,51.65,1,2
3,16.63,21.83,13.00,26.60,89.74,1,3
4,16.65,21.53,10.30,26.60,55.71,1,4
5,16.20,21.17,10.90,26.40,78.59,1,5
6,16.05,21.81,9.00,26.90,44.60,1,6
7,17.08,22.15,11.00,26.80,75.30,1,7
8,16.56,21.52,10.00,25.40,46.26,1,8
9,16.05,21.14,11.70,25.90,61.23,1,9
10,15.86,21.23,11.30,26.10,32.32,1,10
11,15.75,21.45,12.00,27.10,36.86,1,11
12,15.98,21.06,11.90,26.30,46.51,1,12
13,15.63,20.80,9.10,25.60,55.66,1,13
14,15.20,20.74,11.20,26.20,75.47,1,14
15,16.31,21.33,11.80,25.50,73.85,1,15
16,15.59,21.04,10.40,25.30,29.42,1,16
17,15.32,21.34,11.20,25.30,51.44,1,17
18,16.49,21.80,12.70,27.30,32.95,1,18
19,15.86,21.70,11.10,26.20,48.65,1,19
20,16.49,21.97,11.50,27.30,60.39,1,20
21,16.46,21.32,12.70,26.10,46.65,1,21
22,16.30,21.47,10.00,25.80,44.15,1,22
23,15.55,21.06,10.90,25.30,33.76,1,23
24,15.62,20.78,12.00,26.90,47.13,1,24
25,15.24,20.99,8.00,25.30,30.95,1,25
26,15.58,21.00,9.60,25.00,64.30,1,26
27,16.05,20.63,11.70,25.20,59.72,1,27
28,15.50,21.12,10.30,26.20,38.44,1,28
29,15.48,21.06,11.20,26.70,76.41,1,29
30,15.76,21.10,11.50,26.50,53.32,1,30
31,15.27,21.07,11.00,26.10,18.68,1,31
32,15.83,21.09,11.00,26.20,62.39,2,1
33,16.09,20.22,11.00,24.70,43.10,2,2
34,15.87,20.77,10.40,26.00,36.31,2,3
35,15.20,21.90,9.50,27.00,42.55,2,4
36,16.36,22.04,11.70,26.70,74.24,2,5
37,16.40,21.98,10.70,26.00,60.66,2,6
38,15.80,21.64,9.80,26.30,51.63,2,7
39,15.62,20.99,10.60,25.70,69.03,2,8
40,15.64,21.42,11.00,26.70,62.87,2,9
41,15.98,21.79,10.90,27.50,61.00,2,10
42,16.38,21.55,12.80,27.80,37.30,2,11
43,16.60,21.34,10.00,26.10,50.29,2,12
44,16.64,22.31,10.90,26.00,38.54,2,13
45,16.57,23.28,12.10,27.30,56.68,2,14
46,17.73,22.31,12.50,26.80,67.85,2,15
47,16.66,21.97,12.70,27.10,33.95,2,16
48,16.75,22.27,9.00,26.50,32.54,2,17
49,16.95,22.22,10.00,26.30,27.18,2,18
50,16.00,21.72,11.00,26.50,67.34,2,19
51,16.03,21.86,12.00,27.40,54.53,2,20
52,16.38,21.95,11.80,27.10,31.84,2,21
53,16.71,22.86,10.00,26.50,119.08,2,22
54,17.36,22.23,11.00,26.50,76.62,2,23
55,17.20,22.08,12.70,26.60,65.05,2,24
56,16.99,22.34,10.50,26.60,38.46,2,25
57,17.08,22.24,9.00,27.70,98.64,2,26
58,17.17,22.92,10.00,28.00,50.86,2,27
59,17.86,22.58,11.00,27.00,77.59,2,28
60,17.80,22.67,14.00,26.50,35.00,2,29
61,18.12,22.21,9.10,27.60,45.05,3,1
62,15.69,22.47,9.70,27.50,28.53,3,2
63,17.14,22.12,10.60,27.70,36.08,3,3
64,17.10,22.58,11.00,27.90,83.58,3,4
65,16.40,22.13,10.10,28.40,45.08,3,5
66,16.14,22.28,9.70,28.20,29.75,3,6
67,16.73,22.40,10.30,28.20,58.50,3,7
68,17.57,22.81,13.50,28.00,44.19,3,8
69,17.07,23.29,11.60,28.00,116.26,3,9
70,17.21,22.80,11.40,28.30,40.18,3,10
71,16.84,23.32,11.60,27.00,113.29,3,11
72,18.24,23.65,14.90,27.50,51.81,3,12
73,18.39,23.77,13.00,27.60,80.15,3,13
74,18.09,23.93,11.00,28.30,63.41,3,14
75,18.12,24.24,13.00,27.70,31.56,3,15
